epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.444811,0.459677,0.472680,0.540323,0.540323
2,0.383339,0.369345,0.525585,0.630655,0.630655
3,0.370987,0.362824,0.530500,0.637176,0.637176
4,0.367684,0.355423,0.534837,0.644577,0.644577
5,0.363303,0.356022,0.534258,0.643978,0.644577
6,0.354327,0.356195,0.534548,0.643805,0.644577
7,0.358205,0.359964,0.531078,0.640036,0.644577
8,0.359569,0.358440,0.532235,0.641560,0.644577
9,0.353824,0.347225,0.542353,0.652775,0.652775
10,0.352675,0.344993,0.543799,0.655007,0.655007
11,0.349587,0.343082,0.545533,0.656918,0.656918
12,0.355045,0.339856,0.548135,0.660144,0.660144
13,0.352388,0.334920,0.552472,0.665080,0.665080
14,0.350880,0.340000,0.547846,0.660000,0.665080
15,0.356194,0.342197,0.546112,0.657803,0.665080
16,0.346499,0.338545,0.549292,0.661455,0.665080
17,0.348869,0.338545,0.549292,0.661455,0.665080
18,0.350018,0.333910,0.553339,0.666090,0.666090
19,0.350664,0.337964,0.549870,0.662036,0.666090
20,0.354758,0.330605,0.556230,0.669395,0.669395
21,0.348079,0.335209,0.552183,0.664791,0.669395
22,0.345637,0.333333,0.553917,0.666667,0.669395
23,0.348079,0.337964,0.549870,0.662036,0.669395
24,0.349013,0.337964,0.549870,0.662036,0.669395
25,0.351670,0.338545,0.549292,0.661455,0.669395
26,0.348223,0.337093,0.550737,0.662907,0.669395
27,0.346643,0.338254,0.549581,0.661746,0.669395
28,0.347576,0.335496,0.551605,0.664504,0.669395
29,0.350664,0.337964,0.549870,0.662036,0.669395
30,0.346858,0.337964,0.549870,0.662036,0.669395
31,0.346786,0.337964,0.549870,0.662036,0.669395
32,0.346715,0.333477,0.553628,0.666523,0.669395
