epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.551454,0.185786,0.688638,0.814214,0.814214
2,0.460826,0.185786,0.688638,0.814214,0.814214
3,0.417738,0.184904,0.689795,0.815096,0.815096
4,0.391670,0.184904,0.689795,0.815096,0.815096
5,0.380036,0.183821,0.691240,0.816179,0.816179
6,0.359856,0.183723,0.690662,0.816277,0.816277
7,0.348654,0.183723,0.690662,0.816277,0.816277
8,0.344129,0.183723,0.690662,0.816277,0.816277
9,0.335799,0.183723,0.690662,0.816277,0.816277
10,0.330916,0.182301,0.692686,0.817699,0.817699
11,0.328618,0.182301,0.692686,0.817699,0.817699
12,0.321508,0.181912,0.692975,0.818088,0.818088
13,0.319497,0.181912,0.692975,0.818088,0.818088
14,0.314829,0.181912,0.692975,0.818088,0.818088
15,0.317056,0.181912,0.692975,0.818088,0.818088
16,0.305135,0.181912,0.692975,0.818088,0.818088
17,0.308151,0.181912,0.692975,0.818088,0.818088
18,0.301616,0.181709,0.693264,0.818291,0.818291
19,0.301329,0.181709,0.693264,0.818291,0.818291
20,0.300969,0.181709,0.693264,0.818291,0.818291
21,0.297594,0.181709,0.693264,0.818291,0.818291
22,0.300898,0.181663,0.692975,0.818337,0.818337
23,0.299390,0.181709,0.693264,0.818291,0.818337
24,0.296014,0.181709,0.693264,0.818291,0.818337
25,0.293429,0.181709,0.693264,0.818291,0.818337
26,0.298312,0.181709,0.693264,0.818291,0.818337
27,0.288689,0.181709,0.693264,0.818291,0.818337
28,0.292855,0.181709,0.693264,0.818291,0.818337
29,0.291993,0.181709,0.693264,0.818291,0.818337
30,0.292280,0.181709,0.693264,0.818291,0.818337
31,0.290628,0.181709,0.693264,0.818291,0.818337
32,0.286894,0.181709,0.693264,0.818291,0.818337
33,0.284093,0.181647,0.693264,0.818353,0.818353
34,0.288761,0.181647,0.693264,0.818353,0.818353
35,0.289048,0.181647,0.693264,0.818353,0.818353
36,0.283519,0.181647,0.693264,0.818353,0.818353
37,0.283734,0.181647,0.693264,0.818353,0.818353
38,0.287684,0.181647,0.693264,0.818353,0.818353
39,0.288259,0.181647,0.693264,0.818353,0.818353
40,0.284740,0.181647,0.693264,0.818353,0.818353
41,0.282226,0.181647,0.693264,0.818353,0.818353
42,0.281580,0.181647,0.693264,0.818353,0.818353
43,0.283591,0.181647,0.693264,0.818353,0.818353
44,0.283662,0.181647,0.693264,0.818353,0.818353
45,0.279210,0.181647,0.693264,0.818353,0.818353
