epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.596254,0.197826,0.669691,0.802174,0.802174
2,0.521777,0.197826,0.669691,0.802174,0.802174
3,0.471254,0.197826,0.669691,0.802174,0.802174
4,0.423780,0.197826,0.669691,0.802174,0.802174
5,0.398955,0.197826,0.669691,0.802174,0.802174
6,0.384582,0.197826,0.669691,0.802174,0.802174
7,0.359321,0.197826,0.669691,0.802174,0.802174
8,0.343641,0.197826,0.669691,0.802174,0.802174
9,0.322735,0.197826,0.669691,0.802174,0.802174
10,0.313153,0.197826,0.669691,0.802174,0.802174
11,0.311411,0.197826,0.669691,0.802174,0.802174
12,0.296167,0.197826,0.669691,0.802174,0.802174
13,0.289634,0.197826,0.669691,0.802174,0.802174
