epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.375220,0.224216,0.642775,0.775784,0.775784
2,0.361722,0.228197,0.638251,0.771803,0.775784
3,0.359320,0.218337,0.646653,0.781663,0.781663
4,0.360897,0.211890,0.653404,0.788110,0.788110
5,0.358746,0.211815,0.653404,0.788185,0.788185
6,0.356344,0.211584,0.653691,0.788416,0.788416
7,0.356129,0.211584,0.653691,0.788416,0.788416
8,0.358405,0.216906,0.648018,0.783094,0.788416
9,0.357688,0.211584,0.653691,0.788416,0.788416
10,0.356434,0.216906,0.648018,0.783094,0.788416
11,0.356147,0.211815,0.653404,0.788185,0.788416
12,0.356684,0.211815,0.653404,0.788185,0.788416
13,0.355645,0.226499,0.639543,0.773501,0.788416
14,0.358190,0.211584,0.653691,0.788416,0.788416
15,0.356416,0.212908,0.652686,0.787092,0.788416
16,0.356200,0.216906,0.648018,0.783094,0.788416
17,0.356362,0.217141,0.647731,0.782859,0.788416
18,0.359015,0.211584,0.653691,0.788416,0.788416
