epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.389004,0.341052,0.549411,0.658948,0.658948
2,0.369161,0.315654,0.568299,0.684346,0.684346
3,0.368659,0.295542,0.584387,0.704458,0.704458
4,0.363532,0.290417,0.588193,0.709583,0.709583
5,0.364446,0.277789,0.596524,0.722211,0.722211
6,0.364805,0.265058,0.607799,0.734942,0.734942
7,0.364070,0.262893,0.610098,0.737107,0.737107
8,0.362851,0.264719,0.608949,0.735281,0.737107
9,0.361793,0.261231,0.611606,0.738769,0.738769
10,0.361650,0.258252,0.613976,0.741748,0.741748
11,0.362223,0.254544,0.617782,0.745456,0.745456
12,0.363622,0.257859,0.614120,0.742141,0.745456
13,0.362941,0.250926,0.620368,0.749074,0.749074
14,0.361381,0.255180,0.616992,0.744820,0.749074
15,0.362815,0.257912,0.614910,0.742088,0.749074
16,0.362241,0.254469,0.617639,0.745531,0.749074
17,0.362044,0.255972,0.615987,0.744028,0.749074
18,0.360682,0.255972,0.615987,0.744028,0.749074
19,0.360305,0.254480,0.617567,0.745520,0.749074
20,0.359373,0.254420,0.617639,0.745580,0.749074
21,0.361524,0.255778,0.616130,0.744222,0.749074
22,0.362923,0.255131,0.616992,0.744869,0.749074
23,0.362672,0.249408,0.621948,0.750592,0.750592
24,0.357258,0.286599,0.590994,0.713401,0.750592
25,0.360807,0.282900,0.593651,0.717100,0.750592
26,0.360216,0.283612,0.593077,0.716388,0.750592
27,0.361166,0.282003,0.594657,0.717997,0.750592
28,0.359284,0.282687,0.593795,0.717313,0.750592
29,0.359033,0.281230,0.595303,0.718770,0.750592
30,0.359445,0.281230,0.595303,0.718770,0.750592
31,0.358585,0.282687,0.593795,0.717313,0.750592
32,0.357957,0.288033,0.589629,0.711967,0.750592
33,0.358674,0.285004,0.592574,0.714996,0.750592
34,0.359230,0.281903,0.594800,0.718097,0.750592
35,0.357366,0.293435,0.586254,0.706565,0.750592
