epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.477787,0.762238,0.406534,0.237762,0.237762
2,0.417247,0.558935,0.466425,0.441065,0.441065
3,0.395470,0.544444,0.466425,0.455556,0.455556
4,0.369774,0.384137,0.551724,0.615863,0.615863
5,0.375871,0.388889,0.542650,0.611111,0.615863
6,0.380662,0.321669,0.566243,0.678331,0.678331
7,0.361063,0.321669,0.566243,0.678331,0.678331
8,0.365854,0.294872,0.582577,0.705128,0.705128
9,0.371080,0.294872,0.582577,0.705128,0.705128
10,0.361498,0.250291,0.609800,0.749709,0.749709
11,0.363240,0.226816,0.631579,0.773184,0.773184
12,0.357143,0.226816,0.631579,0.773184,0.773184
13,0.361498,0.225446,0.633394,0.774554,0.774554
14,0.371516,0.225446,0.633394,0.774554,0.774554
15,0.356707,0.225446,0.633394,0.774554,0.774554
16,0.354530,0.225446,0.633394,0.774554,0.774554
17,0.363676,0.225446,0.633394,0.774554,0.774554
18,0.370209,0.225446,0.633394,0.774554,0.774554
19,0.370209,0.225446,0.633394,0.774554,0.774554
20,0.374129,0.225446,0.633394,0.774554,0.774554
21,0.365854,0.225446,0.633394,0.774554,0.774554
22,0.356707,0.225446,0.633394,0.774554,0.774554
23,0.361934,0.225446,0.633394,0.774554,0.774554
24,0.362369,0.225446,0.633394,0.774554,0.774554
25,0.353659,0.221100,0.642468,0.778900,0.778900
26,0.358885,0.225446,0.633394,0.774554,0.778900
27,0.370209,0.225446,0.633394,0.774554,0.778900
28,0.358449,0.225446,0.633394,0.774554,0.778900
29,0.365418,0.225446,0.633394,0.774554,0.778900
30,0.360192,0.225446,0.633394,0.774554,0.778900
31,0.361063,0.225446,0.633394,0.774554,0.778900
32,0.360192,0.225446,0.633394,0.774554,0.778900
33,0.358014,0.225446,0.633394,0.774554,0.778900
34,0.371951,0.225446,0.633394,0.774554,0.778900
35,0.356707,0.225446,0.633394,0.774554,0.778900
36,0.347561,0.225446,0.633394,0.774554,0.778900
37,0.360192,0.225446,0.633394,0.774554,0.778900
