epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.452694,0.442241,0.490807,0.557759,0.557759
2,0.401248,0.401466,0.512209,0.598534,0.598534
3,0.382372,0.389787,0.518673,0.610213,0.610213
4,0.376546,0.377717,0.525711,0.622283,0.622283
5,0.367171,0.365473,0.532318,0.634527,0.634527
6,0.367978,0.344505,0.545246,0.655495,0.655495
7,0.362403,0.342924,0.546323,0.657076,0.657076
8,0.360467,0.336747,0.551278,0.663253,0.663253
9,0.357151,0.334766,0.552499,0.665234,0.665234
10,0.355950,0.333905,0.552787,0.666095,0.666095
11,0.355053,0.330309,0.555587,0.669691,0.669691
12,0.354193,0.320957,0.561692,0.679043,0.679043
13,0.350859,0.319439,0.562985,0.680561,0.680561
14,0.353673,0.322513,0.560471,0.677487,0.680561
15,0.350464,0.320973,0.562338,0.679027,0.680561
16,0.349371,0.317667,0.565068,0.682333,0.682333
17,0.352149,0.316721,0.565498,0.683279,0.683279
18,0.348241,0.317270,0.564996,0.682730,0.683279
19,0.347740,0.316790,0.565427,0.683210,0.683279
20,0.350375,0.314975,0.567078,0.685025,0.685025
21,0.346807,0.314035,0.567581,0.685965,0.685965
22,0.348170,0.297025,0.581298,0.702975,0.702975
23,0.346180,0.296907,0.580868,0.703093,0.703093
24,0.345768,0.294887,0.582088,0.705113,0.705113
25,0.344119,0.296041,0.581155,0.703959,0.705113
26,0.344782,0.295845,0.581729,0.704155,0.705113
27,0.343688,0.292927,0.584171,0.707073,0.707073
28,0.344674,0.293100,0.583884,0.706900,0.707073
29,0.346897,0.293194,0.584171,0.706806,0.707073
30,0.344101,0.294225,0.582878,0.705775,0.707073
31,0.343115,0.294589,0.582807,0.705411,0.707073
32,0.344782,0.295942,0.582017,0.704058,0.707073
33,0.343617,0.295570,0.582160,0.704430,0.707073
34,0.343025,0.293456,0.583884,0.706544,0.707073
35,0.342810,0.294523,0.582519,0.705477,0.707073
36,0.341932,0.294541,0.583022,0.705459,0.707073
37,0.339978,0.289527,0.587044,0.710473,0.710473
38,0.342631,0.287962,0.588552,0.712038,0.712038
39,0.341627,0.287928,0.588911,0.712072,0.712072
40,0.342846,0.287730,0.588552,0.712270,0.712270
41,0.343348,0.287580,0.588911,0.712420,0.712420
42,0.339315,0.288432,0.588480,0.711568,0.712420
43,0.342147,0.288122,0.588696,0.711878,0.712420
44,0.339942,0.288252,0.588552,0.711748,0.712420
45,0.342201,0.289393,0.587547,0.710607,0.712420
46,0.341250,0.288491,0.588480,0.711509,0.712420
47,0.339978,0.289090,0.587978,0.710910,0.712420
48,0.339297,0.289402,0.587762,0.710598,0.712420
49,0.338651,0.288974,0.587978,0.711026,0.712420
50,0.340229,0.287445,0.589414,0.712555,0.712555
51,0.337934,0.293260,0.584099,0.706740,0.712555
52,0.342236,0.294679,0.582807,0.705321,0.712555
53,0.340695,0.287846,0.588552,0.712154,0.712555
54,0.337898,0.287436,0.588911,0.712564,0.712564
55,0.338580,0.288502,0.588049,0.711498,0.712564
56,0.339548,0.287400,0.588983,0.712600,0.712600
57,0.337486,0.287754,0.588911,0.712246,0.712600
58,0.337361,0.287502,0.589127,0.712498,0.712600
59,0.337952,0.288777,0.587906,0.711223,0.712600
60,0.338060,0.286876,0.589629,0.713124,0.713124
61,0.338633,0.286123,0.590276,0.713877,0.713877
62,0.338167,0.287363,0.588768,0.712637,0.713877
63,0.337486,0.287521,0.588624,0.712479,0.713877
64,0.337827,0.287121,0.589486,0.712879,0.713877
65,0.336805,0.287005,0.589486,0.712995,0.713877
66,0.337522,0.286768,0.589558,0.713232,0.713877
67,0.338006,0.289160,0.587547,0.710840,0.713877
68,0.337827,0.288323,0.588409,0.711677,0.713877
69,0.336679,0.287458,0.588983,0.712542,0.713877
70,0.337504,0.287573,0.588983,0.712427,0.713877
71,0.336142,0.288453,0.588265,0.711547,0.713877
72,0.337128,0.289216,0.588193,0.710784,0.713877
73,0.337307,0.288139,0.589127,0.711861,0.713877
