epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.597561,0.233065,0.631579,0.766935,0.766935
2,0.507840,0.230068,0.633394,0.769932,0.769932
3,0.465592,0.230068,0.633394,0.769932,0.769932
4,0.423780,0.230068,0.633394,0.769932,0.769932
5,0.393293,0.230068,0.633394,0.769932,0.769932
6,0.386324,0.230944,0.631579,0.769056,0.769932
7,0.361063,0.231818,0.629764,0.768182,0.769932
8,0.346254,0.231818,0.629764,0.768182,0.769932
9,0.341028,0.232690,0.627949,0.767310,0.769932
10,0.334930,0.232690,0.627949,0.767310,0.769932
11,0.313153,0.232690,0.627949,0.767310,0.769932
12,0.304443,0.232690,0.627949,0.767310,0.769932
13,0.303571,0.232690,0.627949,0.767310,0.769932
14,0.286585,0.232690,0.627949,0.767310,0.769932
