epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.443924,0.325898,0.562461,0.674102,0.674102
2,0.388426,0.303150,0.577756,0.696850,0.696850
3,0.378409,0.296779,0.582198,0.703221,0.703221
4,0.371750,0.286418,0.589827,0.713582,0.713582
5,0.367251,0.272776,0.599964,0.727224,0.727224
6,0.362436,0.259973,0.610979,0.740027,0.740027
7,0.359795,0.259061,0.611731,0.740939,0.740939
8,0.356993,0.256689,0.613916,0.743311,0.743311
9,0.356040,0.255441,0.614901,0.744559,0.744559
10,0.353954,0.253931,0.616208,0.746069,0.746069
11,0.353189,0.253468,0.616782,0.746532,0.746532
12,0.352227,0.253426,0.616817,0.746574,0.746574
13,0.351050,0.253891,0.616083,0.746109,0.746574
14,0.350642,0.246617,0.622369,0.753383,0.753383
15,0.350996,0.246171,0.622853,0.753829,0.753829
16,0.348812,0.245896,0.623122,0.754104,0.754104
17,0.348731,0.245953,0.623122,0.754047,0.754104
18,0.346963,0.246719,0.622280,0.753281,0.754104
19,0.347339,0.245705,0.622996,0.754295,0.754295
20,0.346918,0.246734,0.622155,0.753266,0.754295
21,0.346368,0.245343,0.623534,0.754657,0.754657
22,0.345576,0.244484,0.624143,0.755516,0.755516
23,0.345406,0.244713,0.624232,0.755287,0.755516
24,0.344005,0.244477,0.624447,0.755523,0.755523
25,0.344793,0.244277,0.624644,0.755723,0.755723
26,0.344372,0.244427,0.624501,0.755573,0.755723
27,0.342819,0.243241,0.625701,0.756759,0.756759
28,0.344112,0.242716,0.626113,0.757284,0.757284
29,0.343333,0.243393,0.625575,0.756607,0.757284
30,0.342993,0.243929,0.625074,0.756071,0.757284
31,0.343078,0.243877,0.624949,0.756123,0.757284
32,0.342443,0.241347,0.627205,0.758653,0.758653
33,0.341901,0.240716,0.627707,0.759284,0.759284
34,0.342036,0.239070,0.628925,0.760930,0.760930
35,0.341181,0.237480,0.630554,0.762520,0.762520
36,0.340451,0.237153,0.630966,0.762847,0.762847
37,0.340053,0.237856,0.630357,0.762144,0.762847
38,0.341324,0.237229,0.630787,0.762771,0.762847
39,0.340429,0.237208,0.630787,0.762792,0.762847
40,0.340617,0.237487,0.630751,0.762513,0.762847
41,0.340451,0.237214,0.630841,0.762786,0.762847
42,0.339292,0.237264,0.630805,0.762736,0.762847
43,0.340026,0.236993,0.631002,0.763007,0.763007
44,0.340836,0.236584,0.631271,0.763416,0.763416
45,0.339413,0.236600,0.631271,0.763400,0.763416
46,0.340290,0.236600,0.631271,0.763400,0.763416
47,0.339587,0.237527,0.630447,0.762473,0.763416
48,0.339019,0.237320,0.630680,0.762680,0.763416
49,0.338294,0.237171,0.630984,0.762829,0.763416
50,0.338545,0.237265,0.630859,0.762735,0.763416
51,0.337752,0.237716,0.630375,0.762284,0.763416
52,0.337927,0.237433,0.630751,0.762567,0.763416
53,0.338634,0.237081,0.630913,0.762919,0.763416
54,0.336571,0.237548,0.630572,0.762452,0.763416
55,0.337591,0.238021,0.630178,0.761979,0.763416
56,0.337663,0.237370,0.630733,0.762630,0.763416
