epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.369140,0.224838,0.641213,0.775162,0.775162
2,0.363668,0.220709,0.645587,0.779291,0.779291
3,0.361196,0.214657,0.650319,0.785343,0.785343
4,0.361599,0.210107,0.656593,0.789893,0.789893
5,0.360176,0.211124,0.654908,0.788876,0.789893
6,0.360641,0.207691,0.658851,0.792309,0.792309
7,0.360632,0.205223,0.660823,0.794777,0.794777
8,0.359808,0.211477,0.654657,0.788523,0.794777
9,0.358125,0.208022,0.658636,0.791978,0.794777
10,0.357901,0.207887,0.658708,0.792113,0.794777
11,0.357462,0.207815,0.658708,0.792185,0.794777
12,0.360471,0.210786,0.655302,0.789214,0.794777
13,0.357999,0.207596,0.657848,0.792404,0.794777
14,0.358402,0.208035,0.658421,0.791965,0.794777
15,0.357256,0.204408,0.661504,0.795592,0.795592
16,0.357641,0.207417,0.659138,0.792583,0.795592
17,0.358761,0.210531,0.655697,0.789469,0.795592
18,0.358904,0.203572,0.662472,0.796428,0.796428
19,0.357220,0.203894,0.662078,0.796106,0.796428
20,0.358940,0.209919,0.656163,0.790081,0.796428
21,0.356683,0.204357,0.661719,0.795643,0.796428
22,0.356907,0.206628,0.658923,0.793372,0.796428
23,0.357202,0.207436,0.659174,0.792564,0.796428
24,0.356513,0.207358,0.658134,0.792642,0.796428
25,0.355608,0.206502,0.659353,0.793498,0.796428
26,0.357838,0.210321,0.655768,0.789679,0.796428
27,0.356387,0.206953,0.658529,0.793047,0.796428
28,0.355984,0.209919,0.656163,0.790081,0.796428
29,0.356325,0.207282,0.659174,0.792718,0.796428
30,0.355393,0.206557,0.658923,0.793443,0.796428
