epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.374594,0.321404,0.565355,0.678596,0.678596
2,0.371594,0.207281,0.659102,0.792719,0.792719
3,0.371235,0.321689,0.564207,0.678311,0.792719
4,0.370734,0.325173,0.561913,0.674827,0.792719
5,0.372856,0.205946,0.660751,0.794054,0.794054
6,0.371513,0.325173,0.561913,0.674827,0.794054
7,0.369203,0.325173,0.561913,0.674827,0.794054
8,0.369023,0.209626,0.656808,0.790374,0.794054
9,0.369122,0.207166,0.659246,0.792834,0.794054
10,0.368701,0.325173,0.561913,0.674827,0.794054
11,0.368943,0.202074,0.664623,0.797926,0.797926
12,0.368594,0.207166,0.659246,0.792834,0.797926
13,0.369758,0.207166,0.659246,0.792834,0.797926
14,0.367994,0.325173,0.561913,0.674827,0.797926
15,0.369328,0.209626,0.656808,0.790374,0.797926
16,0.369749,0.321741,0.564172,0.678259,0.797926
17,0.368782,0.209777,0.656629,0.790223,0.797926
18,0.368200,0.223511,0.642145,0.776489,0.797926
19,0.369534,0.207316,0.659066,0.792684,0.797926
20,0.367617,0.325173,0.561913,0.674827,0.797926
21,0.367985,0.325173,0.561913,0.674827,0.797926
22,0.368307,0.207166,0.659246,0.792834,0.797926
23,0.367573,0.325173,0.561913,0.674827,0.797926
