epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.495209,0.566038,0.455535,0.433962,0.433962
2,0.418990,0.551402,0.464610,0.448598,0.448598
3,0.395035,0.548507,0.466425,0.451493,0.451493
4,0.377613,0.548507,0.466425,0.451493,0.451493
5,0.366289,0.534196,0.475499,0.465804,0.465804
6,0.371951,0.534196,0.475499,0.465804,0.465804
7,0.348432,0.534196,0.475499,0.465804,0.465804
8,0.355836,0.534196,0.475499,0.465804,0.465804
9,0.353223,0.534196,0.475499,0.465804,0.465804
10,0.349739,0.448276,0.480944,0.551724,0.551724
11,0.349303,0.448276,0.480944,0.551724,0.551724
12,0.352352,0.448276,0.480944,0.551724,0.551724
13,0.343641,0.448276,0.480944,0.551724,0.551724
14,0.341899,0.362482,0.533575,0.637518,0.637518
15,0.344948,0.362482,0.533575,0.637518,0.637518
16,0.344512,0.362482,0.533575,0.637518,0.637518
17,0.335801,0.362482,0.533575,0.637518,0.637518
18,0.342334,0.362482,0.533575,0.637518,0.637518
19,0.347997,0.362482,0.533575,0.637518,0.637518
20,0.332753,0.362482,0.533575,0.637518,0.637518
21,0.341463,0.362482,0.533575,0.637518,0.637518
22,0.329704,0.362482,0.533575,0.637518,0.637518
23,0.336672,0.362482,0.533575,0.637518,0.637518
24,0.337979,0.362482,0.533575,0.637518,0.637518
25,0.338415,0.362482,0.533575,0.637518,0.637518
26,0.331882,0.424837,0.528131,0.575163,0.637518
