epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.481272,0.336232,0.578947,0.663768,0.663768
2,0.415505,0.311798,0.597096,0.688202,0.688202
3,0.391115,0.309958,0.598911,0.690042,0.690042
4,0.390679,0.309958,0.598911,0.690042,0.690042
5,0.383711,0.309958,0.598911,0.690042,0.690042
6,0.375000,0.309958,0.598911,0.690042,0.690042
7,0.372387,0.267677,0.615245,0.732323,0.732323
8,0.365418,0.267677,0.615245,0.732323,0.732323
9,0.363240,0.267500,0.611615,0.732500,0.732500
10,0.357578,0.258537,0.615245,0.741463,0.741463
11,0.378920,0.258537,0.615245,0.741463,0.741463
12,0.365854,0.260341,0.611615,0.739659,0.741463
13,0.355401,0.260341,0.611615,0.739659,0.741463
14,0.353659,0.258537,0.615245,0.741463,0.741463
15,0.343641,0.258537,0.615245,0.741463,0.741463
16,0.353223,0.260341,0.611615,0.739659,0.741463
17,0.351481,0.260341,0.611615,0.739659,0.741463
18,0.352787,0.260341,0.611615,0.739659,0.741463
19,0.370209,0.260341,0.611615,0.739659,0.741463
20,0.346254,0.260341,0.611615,0.739659,0.741463
21,0.352787,0.260341,0.611615,0.739659,0.741463
22,0.350610,0.260341,0.611615,0.739659,0.741463
