epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.459749,0.410671,0.514889,0.589329,0.589329
2,0.391670,0.334803,0.560856,0.665197,0.665197
3,0.375153,0.312407,0.574154,0.687593,0.687593
4,0.365530,0.304548,0.579936,0.695452,0.695452
5,0.360718,0.299875,0.583695,0.700125,0.700125
6,0.358636,0.298486,0.583984,0.701514,0.701514
7,0.357774,0.298217,0.584273,0.701783,0.701783
8,0.354255,0.251453,0.624747,0.748547,0.748547
9,0.348223,0.248846,0.625903,0.751154,0.751154
10,0.351526,0.244250,0.628505,0.755750,0.755750
11,0.353537,0.244301,0.628216,0.755699,0.755750
12,0.353034,0.287765,0.588609,0.712235,0.755750
13,0.346715,0.285714,0.590633,0.714286,0.755750
14,0.347864,0.286465,0.590055,0.713535,0.755750
15,0.349372,0.286377,0.589766,0.713623,0.755750
16,0.354901,0.285398,0.590344,0.714602,0.755750
17,0.349013,0.260778,0.606534,0.739222,0.755750
18,0.342549,0.260578,0.606534,0.739422,0.755750
19,0.351167,0.259755,0.607401,0.740245,0.755750
20,0.345350,0.259557,0.607401,0.740443,0.755750
21,0.347433,0.260379,0.606534,0.739621,0.755750
22,0.343483,0.260237,0.606823,0.739763,0.755750
