epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.431147,0.470590,0.480569,0.529410,0.529410
2,0.389164,0.434823,0.497741,0.565177,0.565177
3,0.378409,0.380269,0.528501,0.619731,0.619731
4,0.374594,0.335029,0.556177,0.664971,0.664971
5,0.372847,0.327458,0.561770,0.672542,0.672542
6,0.370653,0.318511,0.568079,0.681489,0.681489
7,0.367913,0.314039,0.570553,0.685961,0.685961
8,0.367116,0.313159,0.571126,0.686841,0.686841
9,0.364635,0.308734,0.574353,0.691266,0.691266
10,0.365029,0.298751,0.581702,0.701249,0.701249
11,0.363077,0.297295,0.583208,0.702705,0.702705
12,0.363444,0.293890,0.585610,0.706110,0.706110
13,0.362038,0.286702,0.591346,0.713298,0.713298
14,0.360364,0.288715,0.589553,0.711285,0.713298
15,0.362540,0.281596,0.595576,0.718404,0.718404
16,0.360032,0.282343,0.594644,0.717657,0.718404
17,0.360390,0.282081,0.595253,0.717919,0.718404
18,0.359790,0.280927,0.595791,0.719073,0.719073
19,0.359092,0.283543,0.593461,0.716457,0.719073
20,0.358886,0.281864,0.595038,0.718136,0.719073
21,0.358734,0.281744,0.595504,0.718256,0.719073
22,0.359567,0.280181,0.596723,0.719819,0.719819
23,0.357337,0.281241,0.595863,0.718759,0.719819
24,0.357050,0.281097,0.595648,0.718903,0.719819
25,0.357355,0.280305,0.596365,0.719695,0.719819
26,0.357641,0.280798,0.596078,0.719202,0.719819
27,0.357731,0.279869,0.596652,0.720131,0.720131
28,0.357283,0.279322,0.597189,0.720678,0.720678
29,0.356253,0.280754,0.596472,0.719246,0.720678
30,0.356961,0.272164,0.603033,0.727836,0.727836
31,0.354444,0.273166,0.602101,0.726834,0.727836
32,0.355402,0.281319,0.595791,0.718681,0.727836
33,0.354525,0.280359,0.596508,0.719641,0.727836
34,0.355358,0.280722,0.596508,0.719278,0.727836
35,0.354686,0.278713,0.598157,0.721287,0.727836
36,0.354534,0.278247,0.598121,0.721753,0.727836
37,0.355223,0.278008,0.598516,0.721992,0.727836
38,0.355178,0.277126,0.599591,0.722874,0.727836
39,0.355134,0.276433,0.599878,0.723567,0.727836
40,0.354140,0.278070,0.598337,0.721930,0.727836
41,0.353665,0.276740,0.599484,0.723260,0.727836
42,0.354086,0.276856,0.599663,0.723144,0.727836
