timestamp,model,epoch,phase,loss,acc,f1,lr,thr
2025-08-17T15:16:07,LSTM_4h_short_V9,1,train,0.470025,0.500466,0.369341,2.713525e-04,0.5000
2025-08-17T15:16:12,LSTM_4h_short_V9,1,val,0.502896,0.412598,0.409807,2.713525e-04,0.3000
2025-08-17T15:16:17,LSTM_4h_short_V9,2,train,0.465042,0.499462,0.333094,1.963525e-04,0.5000
2025-08-17T15:16:22,LSTM_4h_short_V9,2,val,0.492130,0.670904,0.401522,1.963525e-04,0.2000
2025-08-17T15:16:27,LSTM_4h_short_V9,3,train,0.465640,0.496018,0.331559,1.036475e-04,0.5000
2025-08-17T15:16:32,LSTM_4h_short_V9,3,val,0.498345,0.561398,0.515904,1.036475e-04,0.3000
2025-08-17T15:16:37,LSTM_4h_short_V9,4,train,0.465816,0.491856,0.329694,2.864745e-05,0.5000
2025-08-17T15:16:42,LSTM_4h_short_V9,4,val,0.496301,0.666859,0.439603,2.864745e-05,0.3000
2025-08-17T15:16:47,LSTM_4h_short_V9,5,train,0.465204,0.495874,0.331495,3.000000e-04,0.5000
2025-08-17T15:16:52,LSTM_4h_short_V9,5,val,0.497930,0.570355,0.508708,3.000000e-04,0.3000
2025-08-17T15:16:57,LSTM_4h_short_V9,6,train,0.464654,0.500395,0.333509,2.926585e-04,0.5000
2025-08-17T15:17:02,LSTM_4h_short_V9,6,val,0.495676,0.602716,0.523387,2.926585e-04,0.3000
2025-08-17T15:17:07,LSTM_4h_short_V9,7,train,0.463788,0.500466,0.333541,2.713525e-04,0.5000
2025-08-17T15:17:12,LSTM_4h_short_V9,7,val,0.500313,0.468073,0.464816,2.713525e-04,0.3000
2025-08-17T15:17:17,LSTM_4h_short_V9,8,train,0.463875,0.503695,0.335100,2.381678e-04,0.5000
2025-08-17T15:17:22,LSTM_4h_short_V9,8,val,0.501192,0.462005,0.460111,2.381678e-04,0.3000
2025-08-17T15:17:27,LSTM_4h_short_V9,9,train,0.464937,0.496161,0.331749,1.963525e-04,0.5000
2025-08-17T15:17:32,LSTM_4h_short_V9,9,val,0.487745,0.486276,0.476582,1.963525e-04,0.3250
2025-08-17T15:17:37,LSTM_4h_short_V9,10,train,0.465294,0.495516,0.331460,1.500000e-04,0.5000
2025-08-17T15:17:41,LSTM_4h_short_V9,10,val,0.489900,0.453048,0.452609,1.500000e-04,0.3250
2025-08-17T15:17:46,LSTM_4h_short_V9,11,train,0.463426,0.505561,0.335796,1.036475e-04,0.5000
2025-08-17T15:17:51,LSTM_4h_short_V9,11,val,0.497676,0.547819,0.501402,1.036475e-04,0.3000
2025-08-17T15:17:56,LSTM_4h_short_V9,12,train,0.464453,0.498529,0.333060,6.183221e-05,0.5000
2025-08-17T15:18:02,LSTM_4h_short_V9,12,val,0.492926,0.651257,0.440559,6.183221e-05,0.3000
2025-08-17T15:18:07,LSTM_4h_short_V9,13,train,0.463585,0.502619,0.334624,2.864745e-05,0.5000
2025-08-17T15:18:12,LSTM_4h_short_V9,13,val,0.494670,0.613984,0.496652,2.864745e-05,0.3000
2025-08-17T15:18:17,LSTM_4h_short_V9,14,train,0.464033,0.500682,0.333764,7.341523e-06,0.5000
2025-08-17T15:18:22,LSTM_4h_short_V9,14,val,0.495048,0.612540,0.500351,7.341523e-06,0.3000
2025-08-17T15:18:27,LSTM_4h_short_V9,15,train,0.464431,0.498457,0.332901,3.000000e-04,0.5000
2025-08-17T15:18:32,LSTM_4h_short_V9,15,val,0.494714,0.620919,0.498685,3.000000e-04,0.3000
2025-08-17T15:18:37,LSTM_4h_short_V9,16,train,0.464478,0.499031,0.332903,2.981533e-04,0.5000
2025-08-17T15:18:42,LSTM_4h_short_V9,16,val,0.497308,0.539439,0.505477,2.981533e-04,0.3000
2025-08-17T15:18:47,LSTM_4h_short_V9,17,train,0.462441,0.508646,0.337154,2.926585e-04,0.5000
2025-08-17T15:18:52,LSTM_4h_short_V9,17,val,0.491962,0.611095,0.491401,2.926585e-04,0.3000
2025-08-17T15:18:57,LSTM_4h_short_V9,18,train,0.464653,0.497309,0.333020,2.836510e-04,0.5000
2025-08-17T15:19:02,LSTM_4h_short_V9,18,val,0.486592,0.527015,0.503053,2.836510e-04,0.3250
