timestamp,model,epoch,phase,loss,acc,f1,lr,thr
2025-08-17T15:13:26,LSTM_4h_short_V12,1,train,0.470144,0.501420,0.436978,2.713525e-04,0.5000
2025-08-17T15:13:31,LSTM_4h_short_V12,1,val,0.493541,0.465081,0.462391,2.713525e-04,0.2750
2025-08-17T15:13:35,LSTM_4h_short_V12,2,train,0.446800,0.504036,0.335123,1.963525e-04,0.5000
2025-08-17T15:13:40,LSTM_4h_short_V12,2,val,0.482889,0.659542,0.428210,1.963525e-04,0.2750
2025-08-17T15:13:45,LSTM_4h_short_V12,3,train,0.447509,0.500075,0.333367,1.036475e-04,0.5000
2025-08-17T15:13:50,LSTM_4h_short_V12,3,val,0.481334,0.447622,0.447277,1.036475e-04,0.3000
2025-08-17T15:13:56,LSTM_4h_short_V12,4,train,0.446205,0.500598,0.333599,2.864745e-05,0.5000
2025-08-17T15:14:01,LSTM_4h_short_V12,4,val,0.484821,0.578868,0.508496,2.864745e-05,0.2750
2025-08-17T15:14:06,LSTM_4h_short_V12,5,train,0.446298,0.501046,0.333798,3.000000e-04,0.5000
2025-08-17T15:14:11,LSTM_4h_short_V12,5,val,0.485307,0.567429,0.505814,3.000000e-04,0.2750
2025-08-17T15:14:16,LSTM_4h_short_V12,6,train,0.446838,0.498804,0.332801,2.926585e-04,0.5000
2025-08-17T15:14:21,LSTM_4h_short_V12,6,val,0.479517,0.607766,0.486767,2.926585e-04,0.2750
2025-08-17T15:14:26,LSTM_4h_short_V12,7,train,0.444734,0.505232,0.335786,2.713525e-04,0.5000
2025-08-17T15:14:31,LSTM_4h_short_V12,7,val,0.480698,0.562914,0.501741,2.713525e-04,0.2750
2025-08-17T15:14:36,LSTM_4h_short_V12,8,train,0.446153,0.500747,0.333665,2.381678e-04,0.5000
2025-08-17T15:14:41,LSTM_4h_short_V12,8,val,0.482724,0.569235,0.501698,2.381678e-04,0.2750
2025-08-17T15:14:46,LSTM_4h_short_V12,9,train,0.445686,0.501495,0.333997,1.963525e-04,0.5000
2025-08-17T15:14:51,LSTM_4h_short_V12,9,val,0.483517,0.570439,0.505853,1.963525e-04,0.2750
2025-08-17T15:14:56,LSTM_4h_short_V12,10,train,0.444776,0.501644,0.334063,1.500000e-04,0.5000
2025-08-17T15:15:01,LSTM_4h_short_V12,10,val,0.480341,0.589705,0.501864,1.500000e-04,0.2750
2025-08-17T15:15:06,LSTM_4h_short_V12,11,train,0.445375,0.501943,0.334196,1.036475e-04,0.5000
2025-08-17T15:15:11,LSTM_4h_short_V12,11,val,0.475991,0.507526,0.493542,1.036475e-04,0.3000
2025-08-17T15:15:16,LSTM_4h_short_V12,12,train,0.446687,0.497982,0.332435,6.183221e-05,0.5000
2025-08-17T15:15:21,LSTM_4h_short_V12,12,val,0.480414,0.613486,0.509079,6.183221e-05,0.2750
2025-08-17T15:15:25,LSTM_4h_short_V12,13,train,0.443982,0.505158,0.335618,2.864745e-05,0.5000
2025-08-17T15:15:30,LSTM_4h_short_V12,13,val,0.483408,0.556291,0.509504,2.864745e-05,0.2750
2025-08-17T15:15:36,LSTM_4h_short_V12,14,train,0.446247,0.498655,0.332999,7.341523e-06,0.5000
2025-08-17T15:15:40,LSTM_4h_short_V12,14,val,0.480447,0.574955,0.504061,7.341523e-06,0.2750
2025-08-17T15:15:46,LSTM_4h_short_V12,15,train,0.446326,0.495216,0.331331,3.000000e-04,0.5000
2025-08-17T15:15:52,LSTM_4h_short_V12,15,val,0.479452,0.586093,0.505516,3.000000e-04,0.2750
2025-08-17T15:15:57,LSTM_4h_short_V12,16,train,0.445936,0.497758,0.332731,2.981533e-04,0.5000
2025-08-17T15:16:02,LSTM_4h_short_V12,16,val,0.472558,0.554485,0.516423,2.981533e-04,0.3000
2025-08-17T15:16:08,LSTM_4h_short_V12,17,train,0.446976,0.499103,0.333464,2.926585e-04,0.5000
2025-08-17T15:16:13,LSTM_4h_short_V12,17,val,0.476484,0.508128,0.494057,2.926585e-04,0.3000
2025-08-17T15:16:18,LSTM_4h_short_V12,18,train,0.443123,0.513081,0.340605,2.836510e-04,0.5000
2025-08-17T15:16:23,LSTM_4h_short_V12,18,val,0.477928,0.595424,0.502136,2.836510e-04,0.2750
2025-08-17T15:16:28,LSTM_4h_short_V12,19,train,0.446820,0.494095,0.334198,2.713525e-04,0.5000
2025-08-17T15:16:33,LSTM_4h_short_V12,19,val,0.471460,0.550271,0.501612,2.713525e-04,0.3000
2025-08-17T15:16:38,LSTM_4h_short_V12,20,train,0.445199,0.499477,0.334950,2.560660e-04,0.5000
2025-08-17T15:16:43,LSTM_4h_short_V12,20,val,0.483503,0.559302,0.505031,2.560660e-04,0.2750
2025-08-17T15:16:48,LSTM_4h_short_V12,21,train,0.443203,0.509643,0.340031,2.381678e-04,0.5000
2025-08-17T15:16:52,LSTM_4h_short_V12,21,val,0.479410,0.561108,0.505274,2.381678e-04,0.2750
2025-08-17T15:16:58,LSTM_4h_short_V12,22,train,0.444791,0.503289,0.338509,2.180986e-04,0.5000
2025-08-17T15:17:03,LSTM_4h_short_V12,22,val,0.482537,0.542143,0.496017,2.180986e-04,0.2750
2025-08-17T15:17:08,LSTM_4h_short_V12,23,train,0.444812,0.500897,0.334529,1.963525e-04,0.5000
2025-08-17T15:17:12,LSTM_4h_short_V12,23,val,0.478391,0.583384,0.502712,1.963525e-04,0.2750
2025-08-17T15:17:17,LSTM_4h_short_V12,24,train,0.444574,0.497982,0.337649,1.734652e-04,0.5000
2025-08-17T15:17:22,LSTM_4h_short_V12,24,val,0.475515,0.597231,0.498496,1.734652e-04,0.2750
2025-08-17T15:17:27,LSTM_4h_short_V12,25,train,0.443879,0.503812,0.340188,1.500000e-04,0.5000
2025-08-17T15:17:32,LSTM_4h_short_V12,25,val,0.474786,0.596026,0.506333,1.500000e-04,0.2750
2025-08-17T15:17:37,LSTM_4h_short_V12,26,train,0.444033,0.500972,0.337590,1.265348e-04,0.5000
2025-08-17T15:17:42,LSTM_4h_short_V12,26,val,0.479047,0.583384,0.504708,1.265348e-04,0.2750
2025-08-17T15:17:47,LSTM_4h_short_V12,27,train,0.443519,0.505382,0.341689,1.036475e-04,0.5000
2025-08-17T15:17:52,LSTM_4h_short_V12,27,val,0.472717,0.610777,0.501565,1.036475e-04,0.2750
2025-08-17T15:17:57,LSTM_4h_short_V12,28,train,0.443933,0.501794,0.340045,8.190143e-05,0.5000
2025-08-17T15:18:02,LSTM_4h_short_V12,28,val,0.475694,0.602649,0.502244,8.190143e-05,0.2750
