epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.655993,0.654491,0.665992,0.799514,0.799514
2,0.622158,0.642092,0.665992,0.799514,0.799514
3,0.621212,0.639632,0.665992,0.799514,0.799514
4,0.620727,0.646117,0.665992,0.799514,0.799514
5,0.620561,0.640468,0.665992,0.799514,0.799514
6,0.620915,0.643148,0.665992,0.799514,0.799514
7,0.620850,0.650225,0.665992,0.799514,0.799514
8,0.620532,0.645809,0.665992,0.799514,0.799514
9,0.620071,0.645493,0.665992,0.799514,0.799514
10,0.619859,0.641901,0.665992,0.799514,0.799514
11,0.621563,0.652320,0.665992,0.799514,0.799514
12,0.620221,0.664194,0.665992,0.799514,0.799514
13,0.620766,0.656467,0.665992,0.799514,0.799514
14,0.619971,0.647910,0.665992,0.799514,0.799514
15,0.620617,0.655681,0.665992,0.799514,0.799514
