epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.663552,0.617535,0.693175,0.818787,0.818787
2,0.628293,0.619882,0.693175,0.818787,0.818787
3,0.627620,0.618235,0.693175,0.818787,0.818787
4,0.627077,0.619239,0.693175,0.818787,0.818787
5,0.627644,0.618774,0.693175,0.818787,0.818787
6,0.626664,0.616522,0.693175,0.818787,0.818787
7,0.627517,0.618357,0.693175,0.818787,0.818787
8,0.627021,0.620308,0.693175,0.818787,0.818787
9,0.626953,0.616622,0.693175,0.818787,0.818787
10,0.626932,0.617376,0.693175,0.818787,0.818787
11,0.626844,0.619157,0.693175,0.818787,0.818787
12,0.627190,0.617167,0.693175,0.818787,0.818787
13,0.626701,0.617677,0.693175,0.818787,0.818787
14,0.626861,0.620229,0.690573,0.816781,0.818787
15,0.626270,0.620539,0.690573,0.816655,0.818787
16,0.625794,0.619135,0.690283,0.816452,0.818787
17,0.626159,0.617963,0.689705,0.815984,0.818787
18,0.625501,0.617458,0.689705,0.816047,0.818787
