epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.700385,0.687285,0.635209,0.776915,0.776915
2,0.686999,0.671365,0.635209,0.776915,0.776915
3,0.673016,0.658496,0.635209,0.776915,0.776915
4,0.657168,0.655497,0.635209,0.776915,0.776915
5,0.642160,0.681493,0.635209,0.776915,0.776915
6,0.633795,0.695799,0.635209,0.776915,0.776915
7,0.634894,0.677843,0.635209,0.776915,0.776915
8,0.631764,0.679138,0.635209,0.776915,0.776915
9,0.632577,0.678687,0.635209,0.776915,0.776915
10,0.632159,0.678693,0.635209,0.776915,0.776915
11,0.630370,0.686428,0.635209,0.776915,0.776915
12,0.631897,0.682107,0.635209,0.776915,0.776915
13,0.632240,0.681776,0.635209,0.776915,0.776915
14,0.631778,0.677408,0.635209,0.776915,0.776915
15,0.631282,0.677975,0.635209,0.776915,0.776915
16,0.631353,0.681715,0.635209,0.776915,0.776915
