epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.659197,0.674323,0.665992,0.799514,0.799514
2,0.622214,0.649596,0.665992,0.799514,0.799514
3,0.619274,0.649400,0.665992,0.799514,0.799514
4,0.620235,0.646367,0.665992,0.799514,0.799514
5,0.618778,0.651234,0.665992,0.799514,0.799514
6,0.619329,0.646369,0.665992,0.799514,0.799514
7,0.619193,0.645542,0.665992,0.799514,0.799514
8,0.618219,0.654093,0.665992,0.799514,0.799514
9,0.616953,0.651933,0.665992,0.799514,0.799514
10,0.617509,0.647781,0.665992,0.799514,0.799514
11,0.616749,0.663360,0.665992,0.799514,0.799514
12,0.616401,0.654674,0.665992,0.799514,0.799514
13,0.615474,0.651409,0.665992,0.799514,0.799514
14,0.614024,0.657702,0.666281,0.799583,0.799583
15,0.614921,0.657351,0.666281,0.799374,0.799583
16,0.613379,0.662045,0.665992,0.799514,0.799583
17,0.613877,0.660830,0.665703,0.799306,0.799583
18,0.612145,0.663218,0.665992,0.798183,0.799583
19,0.611989,0.668536,0.665703,0.798114,0.799583
20,0.611580,0.660672,0.656449,0.790550,0.799583
21,0.611307,0.664808,0.659630,0.793255,0.799583
