epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.696367,0.689316,0.669691,0.799559,0.799559
2,0.683579,0.675294,0.669691,0.802174,0.802174
3,0.670221,0.657919,0.669691,0.802174,0.802174
4,0.652276,0.634495,0.669691,0.802174,0.802174
5,0.633766,0.624040,0.669691,0.802174,0.802174
6,0.631397,0.623756,0.669691,0.802174,0.802174
7,0.628781,0.623829,0.669691,0.802174,0.802174
8,0.628497,0.623523,0.669691,0.802174,0.802174
9,0.629197,0.623669,0.669691,0.802174,0.802174
10,0.627205,0.623339,0.669691,0.802174,0.802174
11,0.627044,0.623152,0.669691,0.802174,0.802174
12,0.626755,0.623084,0.669691,0.802174,0.802174
13,0.627901,0.623188,0.669691,0.802174,0.802174
14,0.627244,0.622950,0.669691,0.802174,0.802174
15,0.628142,0.622475,0.669691,0.802174,0.802174
16,0.627766,0.622482,0.669691,0.802174,0.802174
17,0.627283,0.623181,0.669691,0.802174,0.802174
18,0.628292,0.622917,0.669691,0.802174,0.802174
19,0.628690,0.622931,0.669691,0.802174,0.802174
20,0.628248,0.622342,0.669691,0.802174,0.802174
21,0.627634,0.622348,0.669691,0.802174,0.802174
22,0.626142,0.622622,0.669691,0.802174,0.802174
23,0.628537,0.622122,0.669691,0.802174,0.802174
24,0.627499,0.622090,0.669691,0.802174,0.802174
25,0.627465,0.622573,0.669691,0.802174,0.802174
26,0.627082,0.622427,0.669691,0.802174,0.802174
27,0.627088,0.622295,0.669691,0.802174,0.802174
28,0.626960,0.622014,0.669691,0.802174,0.802174
29,0.628201,0.621506,0.669691,0.802174,0.802174
30,0.625575,0.621687,0.669691,0.802174,0.802174
31,0.626787,0.620965,0.669691,0.802174,0.802174
32,0.626638,0.621313,0.669691,0.802174,0.802174
33,0.626670,0.621292,0.669691,0.802174,0.802174
34,0.626769,0.620887,0.669691,0.802174,0.802174
35,0.625723,0.620793,0.669691,0.802174,0.802174
36,0.627243,0.620670,0.669691,0.802174,0.802174
37,0.627622,0.621057,0.669691,0.802174,0.802174
38,0.627385,0.621148,0.669691,0.802174,0.802174
39,0.626233,0.620505,0.669691,0.802174,0.802174
40,0.625752,0.620296,0.669691,0.802174,0.802174
41,0.625110,0.620195,0.669691,0.802174,0.802174
42,0.624095,0.620090,0.669691,0.802174,0.802174
43,0.625415,0.620288,0.669691,0.802174,0.802174
44,0.625791,0.619900,0.669691,0.802174,0.802174
45,0.624571,0.620273,0.669691,0.802174,0.802174
46,0.624853,0.620436,0.669691,0.802174,0.802174
47,0.625881,0.620451,0.669691,0.802174,0.802174
48,0.626076,0.620410,0.669691,0.802174,0.802174
49,0.625479,0.619672,0.669691,0.802174,0.802174
50,0.625826,0.619936,0.669691,0.802174,0.802174
51,0.624456,0.621323,0.669691,0.802174,0.802174
52,0.625032,0.619652,0.669691,0.802174,0.802174
53,0.622791,0.619946,0.669691,0.802174,0.802174
54,0.623004,0.621329,0.669691,0.802174,0.802174
55,0.623135,0.621144,0.669691,0.802174,0.802174
56,0.623383,0.622359,0.669691,0.802174,0.802174
57,0.624477,0.623891,0.669691,0.802174,0.802174
58,0.622715,0.623948,0.669691,0.802174,0.802174
59,0.622464,0.624745,0.669691,0.802174,0.802174
60,0.623109,0.626005,0.669691,0.802174,0.802174
61,0.622714,0.627063,0.669691,0.802174,0.802174
62,0.623271,0.628468,0.669691,0.802174,0.802174
63,0.622426,0.628760,0.669691,0.802174,0.802174
64,0.621956,0.629640,0.669691,0.802174,0.802174
