epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.671912,0.667750,0.665992,0.799514,0.799514
2,0.622459,0.651090,0.665992,0.799514,0.799514
3,0.621319,0.644737,0.665992,0.799514,0.799514
4,0.620623,0.644270,0.665992,0.799514,0.799514
5,0.620405,0.645644,0.665992,0.799514,0.799514
6,0.620123,0.648094,0.665992,0.799514,0.799514
7,0.619766,0.646657,0.665992,0.799514,0.799514
8,0.619602,0.648015,0.665992,0.799514,0.799514
9,0.619309,0.648400,0.665992,0.799514,0.799514
10,0.620202,0.656397,0.665992,0.799514,0.799514
11,0.619465,0.653536,0.665992,0.799514,0.799514
12,0.619937,0.652396,0.665992,0.799514,0.799514
13,0.619382,0.648636,0.665992,0.799514,0.799514
14,0.618854,0.655317,0.665992,0.799514,0.799514
15,0.619568,0.655160,0.665992,0.799514,0.799514
16,0.618943,0.656454,0.665992,0.799514,0.799514
