epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.681036,0.671376,0.635209,0.776915,0.776915
2,0.671825,0.662966,0.635209,0.776915,0.776915
3,0.661228,0.655816,0.635209,0.776915,0.776915
4,0.649919,0.657193,0.635209,0.776915,0.776915
5,0.636565,0.692466,0.635209,0.776915,0.776915
6,0.632796,0.704424,0.635209,0.776915,0.776915
7,0.634005,0.692382,0.635209,0.776915,0.776915
8,0.633392,0.678528,0.635209,0.776915,0.776915
9,0.633080,0.682311,0.635209,0.776915,0.776915
10,0.633158,0.689385,0.635209,0.776915,0.776915
11,0.635305,0.695763,0.635209,0.776915,0.776915
12,0.633664,0.688822,0.635209,0.776915,0.776915
13,0.634060,0.685884,0.635209,0.776915,0.776915
14,0.633630,0.686011,0.635209,0.776915,0.776915
15,0.634596,0.685247,0.635209,0.776915,0.776915
