epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.699658,0.696006,0.393829,0.273913,0.273913
2,0.690693,0.685130,0.669691,0.802174,0.802174
3,0.680869,0.673831,0.669691,0.802174,0.802174
4,0.669401,0.659326,0.669691,0.802174,0.802174
5,0.650092,0.643460,0.669691,0.802174,0.802174
6,0.631573,0.632353,0.669691,0.802174,0.802174
7,0.630428,0.630624,0.669691,0.802174,0.802174
8,0.626953,0.630032,0.669691,0.802174,0.802174
9,0.626946,0.627131,0.669691,0.802174,0.802174
10,0.627157,0.626664,0.669691,0.802174,0.802174
11,0.627871,0.628291,0.669691,0.802174,0.802174
12,0.626089,0.630032,0.669691,0.802174,0.802174
13,0.627554,0.629967,0.669691,0.802174,0.802174
14,0.627438,0.631250,0.669691,0.802174,0.802174
15,0.627274,0.630570,0.669691,0.802174,0.802174
16,0.626293,0.630503,0.669691,0.802174,0.802174
17,0.626580,0.632832,0.669691,0.802174,0.802174
18,0.626296,0.631760,0.669691,0.802174,0.802174
19,0.627253,0.633656,0.669691,0.802174,0.802174
20,0.626803,0.635431,0.669691,0.802174,0.802174
21,0.626760,0.638706,0.669691,0.802174,0.802174
22,0.625702,0.638859,0.669691,0.802174,0.802174
