epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.648704,0.615426,0.693175,0.818787,0.818787
2,0.628212,0.615533,0.693175,0.818787,0.818787
3,0.628056,0.617586,0.693175,0.818787,0.818787
4,0.627229,0.616979,0.693175,0.818787,0.818787
5,0.628914,0.617249,0.693175,0.818787,0.818787
6,0.627282,0.621884,0.693175,0.818787,0.818787
7,0.626991,0.617312,0.693175,0.818787,0.818787
8,0.627236,0.623471,0.693175,0.818787,0.818787
9,0.627096,0.620218,0.693175,0.818787,0.818787
10,0.627237,0.621579,0.693175,0.818787,0.818787
11,0.627442,0.622029,0.693175,0.818787,0.818787
12,0.627036,0.627540,0.691151,0.817248,0.818787
13,0.627832,0.622170,0.693175,0.818787,0.818787
