episode,total_reward,epsilon
0.0,112.8122582298594,0.995
1.0,-111.58104994852664,0.990025
2.0,97.09435949526925,0.985074875
3.0,43.38960427799086,0.980149500625
4.0,-160.19369530430774,0.9752487531218752
5.0,237.15532191304987,0.9703725093562658
6.0,-70.64254581866489,0.9655206468094845
7.0,129.30390012082103,0.9606930435754371
8.0,-66.21339809746293,0.9558895783575598
9.0,88.49898346252101,0.951110130465772
10.0,-212.45829490484013,0.9463545798134431
11.0,-71.6264934254712,0.9416228069143758
12.0,-51.08930767544554,0.936914692879804
13.0,109.38099295343365,0.932230119415405
14.0,-66.49195588114203,0.927568968818328
15.0,-104.39398483277272,0.9229311239742363
16.0,15.455909578076483,0.9183164683543651
17.0,-110.93711261540652,0.9137248860125933
18.0,-113.90273878915077,0.9091562615825303
19.0,128.67872862470995,0.9046104802746177
20.0,188.80460683625049,0.9000874278732446
21.0,45.684570101162215,0.8955869907338784
22.0,-10.254704562719743,0.8911090557802089
23.0,299.5626420679355,0.8866535105013079
24.0,14.13970167406529,0.8822202429488014
25.0,217.7642855898487,0.8778091417340574
26.0,51.489470689914896,0.8734200960253872
27.0,113.93849340860407,0.8690529955452603
28.0,91.10612925976747,0.8647077305675339
29.0,187.1068590511833,0.8603841919146963
30.0,90.33889707912174,0.8560822709551228
31.0,-70.21571808551568,0.8518018596003472
32.0,-58.648518579628806,0.8475428503023454
33.0,60.69856961242289,0.8433051360508337
34.0,155.19888759999236,0.8390886103705795
35.0,166.68111392407187,0.8348931673187265
36.0,83.86629572626431,0.8307187014821329
37.0,-158.58307209253334,0.8265651079747223
38.0,-116.13774705108465,0.8224322824348487
39.0,201.0681102806582,0.8183201210226744
40.0,-180.70562561660532,0.814228520417561
41.0,-91.22165677180486,0.8101573778154731
42.0,-5.4830083379491175,0.8061065909263958
43.0,113.39359613666771,0.8020760579717638
44.0,57.16577286031774,0.7980656776819051
45.0,-20.852390356753723,0.7940753492934955
46.0,-161.68135071066885,0.790104972547028
47.0,136.92483490859922,0.7861544476842929
48.0,217.2910967595469,0.7822236754458715
49.0,-40.444836962112646,0.7783125570686421
50.0,-56.21677716331274,0.7744209942832989
51.0,239.895104701397,0.7705488893118824
52.0,-53.605230320750294,0.766696144865323
53.0,-77.21032946009056,0.7628626641409963
54.0,-5.130960018146984,0.7590483508202913
55.0,64.86104515413915,0.7552531090661898
56.0,169.27413319839764,0.7514768435208589
57.0,-57.43156451132867,0.7477194593032546
58.0,23.47307454976425,0.7439808620067383
59.0,-99.24119430576464,0.7402609576967046
60.0,45.67657673220401,0.7365596529082211
61.0,-13.757587078790145,0.73287685464368
62.0,-239.32934599718547,0.7292124703704617
63.0,-69.38592510149746,0.7255664080186094
64.0,-15.84190611317532,0.7219385759785163
65.0,62.01397838160405,0.7183288830986237
66.0,79.56996393250677,0.7147372386831307
67.0,-42.64803026438276,0.711163552489715
68.0,14.576260728144884,0.7076077347272663
69.0,80.75414883175166,0.70406969605363
70.0,-40.336818843209954,0.7005493475733618
71.0,-89.7275599812216,0.6970466008354951
72.0,-19.59683683135249,0.6935613678313176
73.0,128.58695984482733,0.690093560992161
74.0,3.913293072718992,0.6866430931872002
75.0,-200.57623829370803,0.6832098777212642
76.0,72.17370598132644,0.6797938283326579
77.0,-30.28881202715263,0.6763948591909946
78.0,120.36010679489868,0.6730128848950396
79.0,94.93328050902964,0.6696478204705645
80.0,143.29987373302396,0.6662995813682117
81.0,-74.9061404787447,0.6629680834613706
82.0,75.59840072740157,0.6596532430440637
83.0,54.51164258793674,0.6563549768288434
84.0,-138.98532635284766,0.6530732019446991
85.0,-31.779127979870747,0.6498078359349756
86.0,0.5371085675518157,0.6465587967553007
87.0,4.930231822804324,0.6433260027715242
88.0,-132.49497206222668,0.6401093727576666
89.0,-133.68337146930662,0.6369088258938782
90.0,69.50886975148985,0.6337242817644088
91.0,61.53979175354134,0.6305556603555867
92.0,221.94025135434904,0.6274028820538088
93.0,20.76932280073514,0.6242658676435398
94.0,82.7368922671717,0.621144538305322
95.0,144.69623598283064,0.6180388156137954
96.0,92.82733595859219,0.6149486215357264
97.0,62.662527088772265,0.6118738784280477
98.0,76.56207812864005,0.6088145090359075
99.0,-11.859724667221364,0.6057704364907279
