episode,total_reward,epsilon
0.0,10.69062967921281,0.995
1.0,-59.591313032274925,0.990025
2.0,277.7893632119797,0.985074875
3.0,-19.86261927468236,0.980149500625
4.0,7.060655277877723,0.9752487531218752
5.0,91.96183814815664,0.9703725093562656
6.0,25.783759174541785,0.9655206468094844
7.0,-175.53190345279714,0.960693043575437
8.0,-122.42375499286032,0.9558895783575596
9.0,-2.9735645723534465,0.951110130465772
10.0,-83.06457329516388,0.946354579813443
11.0,-75.67933702242073,0.9416228069143756
12.0,-142.37979882362362,0.936914692879804
13.0,172.26592897114136,0.9322301194154048
14.0,101.40761434060902,0.9275689688183278
15.0,-25.06782615085909,0.9229311239742362
16.0,98.98436484937004,0.918316468354365
17.0,26.277589578722083,0.9137248860125932
18.0,18.1050169413909,0.9091562615825302
19.0,115.97214704594052,0.9046104802746175
20.0,143.07423788027344,0.9000874278732445
21.0,-33.573252637205776,0.8955869907338783
22.0,-45.80581115694243,0.8911090557802088
23.0,-249.843375429672,0.8866535105013078
24.0,64.98810985914068,0.8822202429488013
25.0,42.335689236064255,0.8778091417340573
26.0,176.891699438331,0.8734200960253871
27.0,79.59496145508378,0.8690529955452602
28.0,-9.071969872766402,0.8647077305675338
29.0,-53.768261176509085,0.8603841919146962
30.0,158.81032069763256,0.8560822709551227
31.0,265.6753175777088,0.851801859600347
32.0,-4.481166547078625,0.8475428503023453
33.0,-250.6374636654242,0.8433051360508336
34.0,-8.899899424199292,0.8390886103705794
35.0,1.1762907353679664,0.8348931673187264
36.0,-23.23013704184148,0.8307187014821328
37.0,53.31702062476708,0.8265651079747222
38.0,45.71378733020696,0.8224322824348486
39.0,105.3363034433566,0.8183201210226743
40.0,51.99605977628189,0.8142285204175609
41.0,10.351230828252575,0.810157377815473
42.0,-16.72084180583945,0.8061065909263957
43.0,78.81226991849161,0.8020760579717637
44.0,-22.89381185180099,0.798065677681905
45.0,-92.39113202925611,0.7940753492934954
46.0,12.30585236919322,0.7901049725470279
47.0,83.56548055613229,0.7861544476842928
48.0,-87.48649227817629,0.7822236754458713
49.0,-219.00302785564756,0.778312557068642
50.0,-67.82729704218778,0.7744209942832988
51.0,-177.99421526355192,0.7705488893118823
52.0,-53.98298207592411,0.7666961448653229
53.0,-114.58167615481882,0.7628626641409962
54.0,49.10509510116033,0.7590483508202912
55.0,126.40049089813176,0.7552531090661897
56.0,-20.600625978733767,0.7514768435208588
57.0,-39.334698742934805,0.7477194593032545
58.0,101.38923941841033,0.7439808620067382
59.0,-91.87825732713196,0.7402609576967045
60.0,37.52131003260898,0.736559652908221
61.0,4.826183771663578,0.7328768546436799
62.0,-54.66584957103459,0.7292124703704616
63.0,168.76587465571032,0.7255664080186093
64.0,28.48549396036429,0.7219385759785162
65.0,-71.04737958585237,0.7183288830986236
66.0,-103.27752374746166,0.7147372386831305
67.0,16.129117158419916,0.7111635524897149
68.0,-70.18530598157464,0.7076077347272662
69.0,56.36619972277269,0.7040696960536299
70.0,-181.55948339299368,0.7005493475733617
71.0,145.861338991617,0.697046600835495
72.0,-91.86045821737702,0.6935613678313175
73.0,-62.41883209215732,0.6900935609921609
74.0,0.0017796459407528,0.6866430931872001
75.0,174.5348212859939,0.6832098777212641
76.0,116.81835229455469,0.6797938283326578
77.0,77.05549105026998,0.6763948591909945
78.0,-1.4556708190025285,0.6730128848950395
79.0,49.335578763926456,0.6696478204705644
80.0,-73.38358583110363,0.6662995813682115
81.0,-90.71166221964666,0.6629680834613705
82.0,37.228471109402626,0.6596532430440636
83.0,69.72264985605896,0.6563549768288433
84.0,-12.55850494335017,0.653073201944699
85.0,50.50346116948485,0.6498078359349755
86.0,73.83740310978682,0.6465587967553006
87.0,-33.977509919041715,0.6433260027715241
88.0,-50.590589671955094,0.6401093727576664
89.0,62.93781300946946,0.6369088258938781
90.0,166.46384871921066,0.6337242817644086
91.0,62.64156542018552,0.6305556603555866
92.0,-88.20722653416408,0.6274028820538087
93.0,-12.410127797924064,0.6242658676435396
94.0,80.95955003678556,0.6211445383053219
95.0,65.62725530250967,0.6180388156137953
96.0,-90.95244571256914,0.6149486215357263
97.0,2.896889624674576,0.6118738784280476
98.0,-1.2755715023286687,0.6088145090359074
99.0,15.354806929773988,0.6057704364907278
