episode,total_reward,epsilon
0.0,26.3661206749572,0.995
1.0,21.69388279645889,0.990025
2.0,207.7404930698412,0.985074875
3.0,285.1838863310793,0.980149500625
4.0,4.651433821403556,0.9752487531218752
5.0,-25.2732848566637,0.9703725093562656
6.0,35.17596576808573,0.9655206468094844
7.0,46.25912678490496,0.960693043575437
8.0,-132.33002110317148,0.9558895783575596
9.0,-263.82242244729343,0.951110130465772
10.0,-35.206655105614075,0.946354579813443
11.0,-19.02171477183503,0.9416228069143756
12.0,171.17334599547655,0.936914692879804
13.0,136.32077973038932,0.9322301194154048
14.0,-21.26371513626943,0.9275689688183278
15.0,-78.4368673259994,0.9229311239742362
16.0,37.66319456977899,0.918316468354365
17.0,122.3650852254155,0.9137248860125932
18.0,-34.61935097685577,0.9091562615825302
19.0,50.39131717220275,0.9046104802746175
