epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.662898,0.647353,0.660959,0.795876,0.795876
2,0.646847,0.639901,0.660959,0.795876,0.795876
3,0.640478,0.637762,0.660959,0.795876,0.795876
4,0.639969,0.639485,0.660959,0.795876,0.795876
5,0.644407,0.639878,0.660959,0.795876,0.795876
6,0.636898,0.638428,0.660959,0.795876,0.795876
7,0.637546,0.638012,0.660959,0.795876,0.795876
8,0.637115,0.636792,0.660959,0.795876,0.795876
9,0.637499,0.641139,0.659247,0.794634,0.795876
10,0.638869,0.638068,0.660959,0.795876,0.795876
11,0.634798,0.638560,0.660959,0.795876,0.795876
12,0.638675,0.635933,0.660959,0.795876,0.795876
13,0.637161,0.637758,0.660959,0.795876,0.795876
14,0.633960,0.638133,0.660959,0.795876,0.795876
15,0.634692,0.637842,0.660959,0.795876,0.795876
16,0.637533,0.639346,0.660959,0.795876,0.795876
17,0.632659,0.636684,0.660959,0.795876,0.795876
18,0.632929,0.640523,0.660959,0.795876,0.795876
19,0.638949,0.637907,0.660959,0.795876,0.795876
20,0.634791,0.637959,0.660959,0.795876,0.795876
21,0.635017,0.640699,0.659247,0.794634,0.795876
22,0.635943,0.639149,0.660959,0.795876,0.795876
23,0.630805,0.638520,0.659247,0.794634,0.795876
24,0.632821,0.641648,0.659247,0.794634,0.795876
