epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.697073,0.676138,0.642123,0.778367,0.778367
2,0.651956,0.644774,0.660959,0.795876,0.795876
3,0.642714,0.641817,0.660959,0.795876,0.795876
4,0.643976,0.638970,0.660959,0.795876,0.795876
5,0.643924,0.639218,0.660959,0.795876,0.795876
6,0.642371,0.638478,0.660959,0.795876,0.795876
7,0.643508,0.637925,0.660959,0.795876,0.795876
8,0.641792,0.637666,0.660959,0.795876,0.795876
9,0.640288,0.638511,0.660959,0.795876,0.795876
10,0.642708,0.637157,0.660959,0.795876,0.795876
11,0.648033,0.640091,0.660959,0.795876,0.795876
12,0.641385,0.638410,0.660959,0.795876,0.795876
13,0.640156,0.637597,0.660959,0.795876,0.795876
14,0.641319,0.638745,0.660959,0.795876,0.795876
15,0.637280,0.639453,0.660959,0.795876,0.795876
16,0.643022,0.638035,0.660959,0.795876,0.795876
17,0.638608,0.638355,0.660959,0.795876,0.795876
18,0.637661,0.638373,0.660959,0.795876,0.795876
19,0.638141,0.636504,0.660959,0.795876,0.795876
20,0.641909,0.638958,0.660959,0.795876,0.795876
21,0.637748,0.636976,0.660959,0.795876,0.795876
22,0.639459,0.638688,0.660959,0.795876,0.795876
23,0.638461,0.637818,0.660959,0.795876,0.795876
24,0.638625,0.636771,0.660959,0.795876,0.795876
25,0.636020,0.638090,0.660959,0.795876,0.795876
26,0.635807,0.637182,0.660959,0.795876,0.795876
27,0.637318,0.637582,0.660959,0.795876,0.795876
28,0.641979,0.639269,0.660959,0.795876,0.795876
29,0.640046,0.635652,0.660959,0.795876,0.795876
30,0.633586,0.636745,0.660959,0.795876,0.795876
31,0.636501,0.636795,0.660959,0.795876,0.795876
32,0.636263,0.636986,0.660959,0.795876,0.795876
33,0.638239,0.636524,0.660959,0.795876,0.795876
34,0.635068,0.636721,0.660959,0.795876,0.795876
35,0.635327,0.636256,0.660959,0.795876,0.795876
36,0.639446,0.635828,0.660959,0.795876,0.795876
37,0.636913,0.635282,0.660959,0.795876,0.795876
38,0.642613,0.637184,0.660959,0.795876,0.795876
39,0.642313,0.636136,0.660959,0.795876,0.795876
40,0.639567,0.638242,0.660959,0.795876,0.795876
41,0.640004,0.636013,0.660959,0.795876,0.795876
42,0.635035,0.635293,0.660959,0.795876,0.795876
43,0.635877,0.636783,0.660959,0.795876,0.795876
44,0.633919,0.638293,0.657534,0.793388,0.795876
45,0.633628,0.638680,0.660959,0.795876,0.795876
46,0.639693,0.636979,0.660959,0.795876,0.795876
47,0.634582,0.634824,0.660959,0.795876,0.795876
48,0.635896,0.635417,0.660959,0.795876,0.795876
49,0.638736,0.637346,0.660959,0.795876,0.795876
50,0.633895,0.636321,0.660959,0.795876,0.795876
51,0.642278,0.637304,0.660959,0.795876,0.795876
52,0.642921,0.635561,0.660959,0.795876,0.795876
53,0.639678,0.635937,0.660959,0.795876,0.795876
54,0.637089,0.636242,0.660959,0.795876,0.795876
55,0.638986,0.636666,0.660959,0.795876,0.795876
56,0.635278,0.635280,0.660959,0.795876,0.795876
57,0.637593,0.635920,0.660959,0.795876,0.795876
58,0.636278,0.636840,0.655822,0.792141,0.795876
59,0.639728,0.634809,0.660959,0.795876,0.795876
60,0.643573,0.638836,0.660959,0.795876,0.795876
61,0.639831,0.636607,0.660959,0.795876,0.795876
62,0.643236,0.636429,0.660959,0.795876,0.795876
63,0.639262,0.636545,0.660959,0.795876,0.795876
64,0.636577,0.637432,0.660959,0.795876,0.795876
65,0.636667,0.637524,0.660959,0.795876,0.795876
66,0.637479,0.637482,0.655822,0.792141,0.795876
67,0.644367,0.637322,0.660959,0.795876,0.795876
68,0.640558,0.635890,0.660959,0.795876,0.795876
69,0.643447,0.638249,0.660959,0.795876,0.795876
70,0.641913,0.637672,0.660959,0.795876,0.795876
71,0.636593,0.637146,0.660959,0.795876,0.795876
