epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.672518,0.658307,0.672945,0.804504,0.804504
2,0.637375,0.629555,0.672945,0.804504,0.804504
3,0.630926,0.627624,0.672945,0.804504,0.804504
4,0.625013,0.626096,0.672945,0.804504,0.804504
5,0.629382,0.626095,0.672945,0.804504,0.804504
6,0.632857,0.626114,0.672945,0.804504,0.804504
7,0.627600,0.625749,0.672945,0.804504,0.804504
8,0.628954,0.625178,0.672945,0.804504,0.804504
9,0.626637,0.625496,0.672945,0.804504,0.804504
10,0.629091,0.625420,0.672945,0.804504,0.804504
11,0.627789,0.626342,0.671233,0.803279,0.804504
12,0.636218,0.625997,0.672945,0.804504,0.804504
13,0.632181,0.627115,0.667808,0.800821,0.804504
14,0.629969,0.626277,0.669521,0.801644,0.804504
15,0.630112,0.628388,0.666096,0.799589,0.804504
16,0.628503,0.626366,0.667808,0.800000,0.804504
17,0.624952,0.628696,0.662671,0.796698,0.804504
18,0.623903,0.625655,0.672945,0.804504,0.804504
19,0.627773,0.628288,0.666096,0.799589,0.804504
20,0.628618,0.629516,0.664384,0.798354,0.804504
