epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.650426,0.640599,0.672945,0.804504,0.804504
2,0.636095,0.624770,0.672945,0.804504,0.804504
3,0.635537,0.623953,0.672945,0.804504,0.804504
4,0.633932,0.625745,0.672945,0.804504,0.804504
5,0.629517,0.626441,0.672945,0.804504,0.804504
6,0.627878,0.625570,0.672945,0.804504,0.804504
7,0.627883,0.625448,0.672945,0.804504,0.804504
8,0.637474,0.624824,0.672945,0.804504,0.804504
9,0.631270,0.625861,0.672945,0.804504,0.804504
10,0.628359,0.625235,0.672945,0.804504,0.804504
11,0.628293,0.624858,0.672945,0.804504,0.804504
12,0.629819,0.625427,0.672945,0.804504,0.804504
13,0.623388,0.624907,0.672945,0.804504,0.804504
14,0.624051,0.624646,0.672945,0.804504,0.804504
15,0.629577,0.626091,0.672945,0.804504,0.804504
