symbol,tf,model,variant_k,side,entry_time_ms,entry_time,entry_price,exit_time_ms,exit_time,exit_reason,pnl_pct,mae_pct,time_to_close_min,win
ADAUSDT,15m,LSTM,14,short,1728017099999,2024-10-04 04:44,0.3476,1728029939999,2024-10-04 08:18,SL,-0.9901,-1.02506,214,False
ADAUSDT,15m,DQN,14,long,1727947799999,2024-10-03 09:29,0.3377,1727957159999,2024-10-03 12:05,SL,0.5,-0.17767,156,True
ADAUSDT,15m,DQN,14,short,1728017099999,2024-10-04 04:44,0.3476,1728029939999,2024-10-04 08:18,SL,-0.9901,-1.02506,214,False
ADAUSDT,15m,PPO,14,long,1727947799999,2024-10-03 09:29,0.3377,1727957159999,2024-10-03 12:05,SL,0.5,-0.17767,156,True
ADAUSDT,15m,PPO,14,short,1728017099999,2024-10-04 04:44,0.3476,1728029939999,2024-10-04 08:18,SL,-0.9901,-1.02506,214,False
ADAUSDT,15m,QLearning,14,long,1727947799999,2024-10-03 09:29,0.3377,1727957159999,2024-10-03 12:05,SL,0.5,-0.17767,156,True
ADAUSDT,15m,QLearning,14,short,1728017099999,2024-10-04 04:44,0.3476,1728029939999,2024-10-04 08:18,SL,-0.9901,-1.02506,214,False
ADAUSDT,15m,Transformer,14,long,1727947799999,2024-10-03 09:29,0.3377,1727957159999,2024-10-03 12:05,SL,0.5,-0.17767,156,True
ADAUSDT,15m,Transformer,14,short,1728017099999,2024-10-04 04:44,0.3476,1728029939999,2024-10-04 08:18,SL,-0.9901,-1.02506,214,False
ADAUSDT,15m,CNN,15,long,1728102599999,2024-10-05 04:29,0.3513,1728136019999,2024-10-05 13:46,SL,0.5,-0.28466,557,True
ADAUSDT,15m,CNN,15,short,1728091799999,2024-10-05 01:29,0.3527,1728105239999,2024-10-05 05:13,SL,0.50505,-0.47968,224,True
ADAUSDT,15m,LSTM,15,long,1728102599999,2024-10-05 04:29,0.3513,1728136019999,2024-10-05 13:46,SL,0.5,-0.28466,557,True
ADAUSDT,15m,LSTM,15,short,1728091799999,2024-10-05 01:29,0.3527,1728105239999,2024-10-05 05:13,SL,0.50505,-0.47968,224,True
ADAUSDT,15m,DQN,15,long,1728102599999,2024-10-05 04:29,0.3513,1728136019999,2024-10-05 13:46,SL,0.5,-0.28466,557,True
ADAUSDT,15m,DQN,15,short,1728091799999,2024-10-05 01:29,0.3527,1728105239999,2024-10-05 05:13,SL,0.50505,-0.47968,224,True
ADAUSDT,15m,PPO,15,long,1728102599999,2024-10-05 04:29,0.3513,1728136019999,2024-10-05 13:46,SL,0.5,-0.28466,557,True
