model,timeframe,target,variant,entry_index,exit_index,entry_time,exit_time,tp_hits,pnl_pct_raw,pnl_pct_leveraged,stake_used,deposit_after,used_m1
DQN_15m_long_V9.pt,15m,long,9,48436,48440,2021-05-19 19:00:00+00:00,2021-05-19 20:00:00+00:00,4,0.02,0.4,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,48641,48645,2021-05-21 22:15:00+00:00,2021-05-21 23:15:00+00:00,3,-0.0,-0.0,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,49001,49012,2021-05-25 16:15:00+00:00,2021-05-25 19:00:00+00:00,1,0.0,0.0,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,51694,51696,2021-06-22 17:30:00+00:00,2021-06-22 18:00:00+00:00,1,-0.0,-0.0,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,52063,52065,2021-06-26 13:45:00+00:00,2021-06-26 14:15:00+00:00,0,-0.015,-0.3,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,54996,55010,2021-07-27 03:00:00+00:00,2021-07-27 06:30:00+00:00,4,0.02,0.4,0.99,99.3,False
DQN_15m_long_V9.pt,15m,long,9,59104,59109,2021-09-07 22:00:00+00:00,2021-09-07 23:15:00+00:00,1,0.0,0.0,0.99,99.3,False
DQN_15m_long_V9.pt,15m,long,9,60718,60733,2021-09-24 17:30:00+00:00,2021-09-24 21:15:00+00:00,4,0.02,0.4,0.99,99.7,False
DQN_15m_long_V9.pt,15m,long,9,65267,65271,2021-11-11 02:45:00+00:00,2021-11-11 03:45:00+00:00,1,0.0,0.0,1.0,99.7,False
DQN_15m_long_V9.pt,15m,long,9,67515,67520,2021-12-04 12:45:00+00:00,2021-12-04 14:00:00+00:00,1,0.0,0.0,1.0,99.7,False
DQN_15m_long_V9.pt,15m,long,9,75376,75378,2022-02-24 10:00:00+00:00,2022-02-24 10:30:00+00:00,0,-0.015,-0.3,1.0,99.4,False
DQN_15m_long_V9.pt,15m,long,9,82126,82130,2022-05-05 17:30:00+00:00,2022-05-05 18:30:00+00:00,0,-0.015,-0.3,0.99,99.1,False
DQN_15m_long_V9.pt,15m,long,9,82736,82739,2022-05-12 02:00:00+00:00,2022-05-12 02:45:00+00:00,1,0.0,0.0,0.99,99.1,False
DQN_15m_long_V9.pt,15m,long,9,82772,82775,2022-05-12 11:00:00+00:00,2022-05-12 11:45:00+00:00,2,0.0,0.0,0.99,99.1,False
DQN_15m_long_V9.pt,15m,long,9,85241,85269,2022-06-07 04:15:00+00:00,2022-06-07 11:15:00+00:00,1,0.0,0.0,0.99,99.1,False
DQN_15m_long_V9.pt,15m,long,9,85921,85925,2022-06-14 06:15:00+00:00,2022-06-14 07:15:00+00:00,1,0.0,0.0,0.99,99.1,False
DQN_15m_long_V9.pt,15m,long,9,86322,86330,2022-06-18 10:30:00+00:00,2022-06-18 12:30:00+00:00,0,-0.015,-0.3,0.99,98.8,False
DQN_15m_long_V9.pt,15m,long,9,87470,87484,2022-06-30 09:30:00+00:00,2022-06-30 13:00:00+00:00,4,0.02,0.4,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,100037,100041,2022-11-08 07:15:00+00:00,2022-11-08 08:15:00+00:00,1,0.0,0.0,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,100109,100112,2022-11-09 01:15:00+00:00,2022-11-09 02:00:00+00:00,1,0.0,0.0,0.99,99.2,False
DQN_15m_long_V9.pt,15m,long,9,103706,103724,2022-12-16 12:30:00+00:00,2022-12-16 17:00:00+00:00,0,-0.015,-0.3,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,112973,112988,2023-03-23 01:15:00+00:00,2023-03-23 05:00:00+00:00,1,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,116336,116356,2023-04-27 02:00:00+00:00,2023-04-27 07:00:00+00:00,3,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,117258,117279,2023-05-06 16:30:00+00:00,2023-05-06 21:45:00+00:00,1,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,119623,119691,2023-05-31 07:45:00+00:00,2023-06-01 00:45:00+00:00,1,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,120150,120217,2023-06-05 19:30:00+00:00,2023-06-06 12:15:00+00:00,3,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,120581,120585,2023-06-10 07:15:00+00:00,2023-06-10 08:15:00+00:00,1,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,123897,124018,2023-07-14 20:15:00+00:00,2023-07-16 02:30:00+00:00,1,0.0,0.0,0.99,98.9,False
DQN_15m_long_V9.pt,15m,long,9,140500,140532,2024-01-03 19:00:00+00:00,2024-01-04 03:00:00+00:00,4,0.02,0.4,0.99,99.29,False
DQN_15m_long_V9.pt,15m,long,9,146478,146494,2024-03-06 01:30:00+00:00,2024-03-06 05:30:00+00:00,4,0.02,0.4,0.99,99.69,False
DQN_15m_long_V9.pt,15m,long,9,147376,147381,2024-03-15 10:00:00+00:00,2024-03-15 11:15:00+00:00,0,-0.015,-0.3,1.0,99.39,False
DQN_15m_long_V9.pt,15m,long,9,150229,150233,2024-04-14 03:15:00+00:00,2024-04-14 04:15:00+00:00,4,0.02,0.4,0.99,99.79,False
DQN_15m_long_V9.pt,15m,long,9,151904,151909,2024-05-01 14:00:00+00:00,2024-05-01 15:15:00+00:00,1,0.0,0.0,1.0,99.79,False
DQN_15m_long_V9.pt,15m,long,9,161095,161097,2024-08-05 07:45:00+00:00,2024-08-05 08:15:00+00:00,1,0.0,0.0,1.0,99.79,False
DQN_15m_long_V9.pt,15m,long,9,177214,177222,2025-01-20 05:30:00+00:00,2025-01-20 07:30:00+00:00,4,0.02,0.4,1.0,100.19,False
DQN_15m_short_V1.pt,15m,short,1,0,1,2020-01-01 06:00:00+00:00,2020-01-01 06:15:00+00:00,0,-0.015,-0.3,1.0,99.7,False
DQN_15m_short_V1.pt,15m,short,1,35305,35306,2021-01-03 00:15:00+00:00,2021-01-03 00:30:00+00:00,0,-0.015,-0.3,1.0,99.4,False
DQN_15m_short_V1.pt,15m,short,1,35525,35526,2021-01-05 07:15:00+00:00,2021-01-05 07:30:00+00:00,0,-0.015,-0.3,0.99,99.1,False
DQN_15m_short_V1.pt,15m,short,1,35844,35845,2021-01-08 15:00:00+00:00,2021-01-08 15:15:00+00:00,0,-0.015,-0.3,0.99,98.81,False
DQN_15m_short_V1.pt,15m,short,1,37827,37828,2021-01-29 06:45:00+00:00,2021-01-29 07:00:00+00:00,0,-0.015,-0.3,0.99,98.51,False
DQN_15m_short_V1.pt,15m,short,1,37857,37858,2021-01-29 14:15:00+00:00,2021-01-29 14:30:00+00:00,0,-0.015,-0.3,0.99,98.21,False
DQN_15m_short_V1.pt,15m,short,1,37884,37885,2021-01-29 21:00:00+00:00,2021-01-29 21:15:00+00:00,0,-0.015,-0.3,0.98,97.92,False
DQN_15m_short_V1.pt,15m,short,1,38832,38833,2021-02-08 18:00:00+00:00,2021-02-08 18:15:00+00:00,0,-0.015,-0.3,0.98,97.63,False
DQN_15m_short_V1.pt,15m,short,1,38847,38848,2021-02-08 21:45:00+00:00,2021-02-08 22:00:00+00:00,0,-0.015,-0.3,0.98,97.33,False
DQN_15m_short_V1.pt,15m,short,1,38907,38908,2021-02-09 12:45:00+00:00,2021-02-09 13:00:00+00:00,0,-0.015,-0.3,0.97,97.04,False
DQN_15m_short_V1.pt,15m,short,1,39111,39112,2021-02-11 15:45:00+00:00,2021-02-11 16:00:00+00:00,0,-0.015,-0.3,0.97,96.75,False
DQN_15m_short_V1.pt,15m,short,1,41038,41039,2021-03-03 17:30:00+00:00,2021-03-03 17:45:00+00:00,0,-0.015,-0.3,0.97,96.46,False
DQN_15m_short_V1.pt,15m,short,1,41985,41986,2021-03-13 14:15:00+00:00,2021-03-13 14:30:00+00:00,0,-0.015,-0.3,0.96,96.17,False
DQN_15m_short_V1.pt,15m,short,1,42202,42203,2021-03-15 20:30:00+00:00,2021-03-15 20:45:00+00:00,0,-0.015,-0.3,0.96,95.88,False
DQN_15m_short_V1.pt,15m,short,1,42403,42404,2021-03-17 22:45:00+00:00,2021-03-17 23:00:00+00:00,0,-0.015,-0.3,0.96,95.59,False
DQN_15m_short_V1.pt,15m,short,1,43515,43516,2021-03-29 12:45:00+00:00,2021-03-29 13:00:00+00:00,0,-0.015,-0.3,0.96,95.31,False
DQN_15m_short_V1.pt,15m,short,1,44647,44648,2021-04-10 07:45:00+00:00,2021-04-10 08:00:00+00:00,0,-0.015,-0.3,0.95,95.02,False
DQN_15m_short_V1.pt,15m,short,1,45440,45441,2021-04-18 14:00:00+00:00,2021-04-18 14:15:00+00:00,0,-0.015,-0.3,0.95,94.74,False
DQN_15m_short_V1.pt,15m,short,1,46174,46175,2021-04-26 05:30:00+00:00,2021-04-26 05:45:00+00:00,0,-0.015,-0.3,0.95,94.45,False
DQN_15m_short_V1.pt,15m,short,1,48441,48442,2021-05-19 20:15:00+00:00,2021-05-19 20:30:00+00:00,0,-0.015,-0.3,0.94,94.17,False
DQN_15m_short_V1.pt,15m,short,1,48466,48467,2021-05-20 02:30:00+00:00,2021-05-20 02:45:00+00:00,0,-0.015,-0.3,0.94,93.89,False
DQN_15m_short_V1.pt,15m,short,1,48489,48490,2021-05-20 08:15:00+00:00,2021-05-20 08:30:00+00:00,0,-0.015,-0.3,0.94,93.6,False
DQN_15m_short_V1.pt,15m,short,1,48536,48537,2021-05-20 20:00:00+00:00,2021-05-20 20:15:00+00:00,0,-0.015,-0.3,0.94,93.32,False
DQN_15m_short_V1.pt,15m,short,1,48624,48625,2021-05-21 18:00:00+00:00,2021-05-21 18:15:00+00:00,0,-0.015,-0.3,0.93,93.04,False
DQN_15m_short_V1.pt,15m,short,1,48700,48701,2021-05-22 13:00:00+00:00,2021-05-22 13:15:00+00:00,0,-0.015,-0.3,0.93,92.76,False
DQN_15m_short_V1.pt,15m,short,1,51705,51706,2021-06-22 20:15:00+00:00,2021-06-22 20:30:00+00:00,0,-0.015,-0.3,0.93,92.49,False
DQN_15m_short_V1.pt,15m,short,1,52211,52212,2021-06-28 02:45:00+00:00,2021-06-28 03:00:00+00:00,0,-0.015,-0.3,0.92,92.21,False
DQN_15m_short_V1.pt,15m,short,1,54911,54912,2021-07-26 05:45:00+00:00,2021-07-26 06:00:00+00:00,0,-0.015,-0.3,0.92,91.93,False
DQN_15m_short_V1.pt,15m,short,1,54927,54928,2021-07-26 09:45:00+00:00,2021-07-26 10:00:00+00:00,0,-0.015,-0.3,0.92,91.66,False
DQN_15m_short_V1.pt,15m,short,1,54985,54986,2021-07-27 00:15:00+00:00,2021-07-27 00:30:00+00:00,0,-0.015,-0.3,0.92,91.38,False
DQN_15m_short_V1.pt,15m,short,1,55373,55374,2021-07-31 01:15:00+00:00,2021-07-31 01:30:00+00:00,0,-0.015,-0.3,0.91,91.11,False
DQN_15m_short_V1.pt,15m,short,1,56023,56024,2021-08-06 19:45:00+00:00,2021-08-06 20:00:00+00:00,0,-0.015,-0.3,0.91,90.83,False
DQN_15m_short_V1.pt,15m,short,1,56287,56288,2021-08-09 13:45:00+00:00,2021-08-09 14:00:00+00:00,0,-0.015,-0.3,0.91,90.56,False
DQN_15m_short_V1.pt,15m,short,1,61378,61379,2021-10-01 14:30:00+00:00,2021-10-01 14:45:00+00:00,0,-0.015,-0.3,0.91,90.29,False
DQN_15m_short_V1.pt,15m,short,1,61870,61871,2021-10-06 17:30:00+00:00,2021-10-06 17:45:00+00:00,0,-0.015,-0.3,0.9,90.02,False
DQN_15m_short_V1.pt,15m,short,1,65255,65256,2021-11-10 23:45:00+00:00,2021-11-11 00:00:00+00:00,0,-0.015,-0.3,0.9,89.75,False
DQN_15m_short_V1.pt,15m,short,1,66991,66992,2021-11-29 01:45:00+00:00,2021-11-29 02:00:00+00:00,0,-0.015,-0.3,0.9,89.48,False
DQN_15m_short_V1.pt,15m,short,1,68612,68613,2021-12-15 23:00:00+00:00,2021-12-15 23:15:00+00:00,0,-0.015,-0.3,0.89,89.21,False
DQN_15m_short_V1.pt,15m,short,1,72468,72469,2022-01-25 03:00:00+00:00,2022-01-25 03:15:00+00:00,0,-0.015,-0.3,0.89,88.94,False
DQN_15m_short_V1.pt,15m,short,1,73497,73498,2022-02-04 20:15:00+00:00,2022-02-04 20:30:00+00:00,0,-0.015,-0.3,0.89,88.68,False
DQN_15m_short_V1.pt,15m,short,1,75431,75432,2022-02-24 23:45:00+00:00,2022-02-25 00:00:00+00:00,0,-0.015,-0.3,0.89,88.41,False
DQN_15m_short_V1.pt,15m,short,1,75799,75800,2022-02-28 19:45:00+00:00,2022-02-28 20:00:00+00:00,0,-0.015,-0.3,0.88,88.14,False
DQN_15m_short_V1.pt,15m,short,1,76615,76616,2022-03-09 07:45:00+00:00,2022-03-09 08:00:00+00:00,0,-0.015,-0.3,0.88,87.88,False
DQN_15m_short_V1.pt,15m,short,1,112083,112084,2023-03-13 18:45:00+00:00,2023-03-13 19:00:00+00:00,0,-0.015,-0.3,0.88,87.62,False
DQN_15m_short_V1.pt,15m,short,1,112169,112170,2023-03-14 16:15:00+00:00,2023-03-14 16:30:00+00:00,0,-0.015,-0.3,0.88,87.35,False
DQN_15m_short_V1.pt,15m,short,1,116320,116321,2023-04-26 22:00:00+00:00,2023-04-26 22:15:00+00:00,0,-0.015,-0.3,0.87,87.09,False
DQN_15m_short_V1.pt,15m,short,1,128307,128308,2023-08-29 18:45:00+00:00,2023-08-29 19:00:00+00:00,0,-0.015,-0.3,0.87,86.83,False
DQN_15m_short_V1.pt,15m,short,1,133616,133617,2023-10-24 02:00:00+00:00,2023-10-24 02:15:00+00:00,0,-0.015,-0.3,0.87,86.57,False
DQN_15m_short_V1.pt,15m,short,1,133644,133645,2023-10-24 09:00:00+00:00,2023-10-24 09:15:00+00:00,0,-0.015,-0.3,0.87,86.31,False
DQN_15m_short_V1.pt,15m,short,1,145685,145686,2024-02-26 19:15:00+00:00,2024-02-26 19:30:00+00:00,0,-0.015,-0.3,0.86,86.05,False
DQN_15m_short_V1.pt,15m,short,1,145891,145892,2024-02-28 22:45:00+00:00,2024-02-28 23:00:00+00:00,0,-0.015,-0.3,0.86,85.79,False
DQN_15m_short_V1.pt,15m,short,1,146494,146495,2024-03-06 05:30:00+00:00,2024-03-06 05:45:00+00:00,0,-0.015,-0.3,0.86,85.54,False
DQN_15m_short_V1.pt,15m,short,1,146511,146512,2024-03-06 09:45:00+00:00,2024-03-06 10:00:00+00:00,0,-0.015,-0.3,0.86,85.28,False
DQN_15m_short_V1.pt,15m,short,1,146996,146997,2024-03-11 11:00:00+00:00,2024-03-11 11:15:00+00:00,0,-0.015,-0.3,0.85,85.02,False
DQN_15m_short_V1.pt,15m,short,1,147912,147913,2024-03-21 00:00:00+00:00,2024-03-21 00:15:00+00:00,0,-0.015,-0.3,0.85,84.77,False
DQN_15m_short_V1.pt,15m,short,1,147937,147938,2024-03-21 06:15:00+00:00,2024-03-21 06:30:00+00:00,0,-0.015,-0.3,0.85,84.51,False
DQN_15m_short_V1.pt,15m,short,1,150240,150241,2024-04-14 06:00:00+00:00,2024-04-14 06:15:00+00:00,0,-0.015,-0.3,0.85,84.26,False
DQN_15m_short_V1.pt,15m,short,1,150735,150736,2024-04-19 09:45:00+00:00,2024-04-19 10:00:00+00:00,0,-0.015,-0.3,0.84,84.01,False
DQN_15m_short_V1.pt,15m,short,1,151923,151924,2024-05-01 18:45:00+00:00,2024-05-01 19:00:00+00:00,0,-0.015,-0.3,0.84,83.76,False
DQN_15m_short_V1.pt,15m,short,1,161123,161124,2024-08-05 14:45:00+00:00,2024-08-05 15:00:00+00:00,0,-0.015,-0.3,0.84,83.5,False
DQN_15m_short_V1.pt,15m,short,1,161141,161142,2024-08-05 19:15:00+00:00,2024-08-05 19:30:00+00:00,0,-0.015,-0.3,0.84,83.25,False
DQN_15m_short_V1.pt,15m,short,1,170020,170021,2024-11-06 07:00:00+00:00,2024-11-06 07:15:00+00:00,0,-0.015,-0.3,0.83,83.0,False
DQN_15m_short_V1.pt,15m,short,1,170039,170040,2024-11-06 11:45:00+00:00,2024-11-06 12:00:00+00:00,0,-0.015,-0.3,0.83,82.76,False
DQN_15m_short_V1.pt,15m,short,1,170740,170741,2024-11-13 19:00:00+00:00,2024-11-13 19:15:00+00:00,0,-0.015,-0.3,0.83,82.51,False
DQN_15m_short_V1.pt,15m,short,1,170760,170761,2024-11-14 00:00:00+00:00,2024-11-14 00:15:00+00:00,0,-0.015,-0.3,0.83,82.26,False
DQN_15m_short_V1.pt,15m,short,1,170860,170861,2024-11-15 01:00:00+00:00,2024-11-15 01:15:00+00:00,0,-0.015,-0.3,0.82,82.01,False
DQN_15m_short_V1.pt,15m,short,1,174238,174239,2024-12-20 05:30:00+00:00,2024-12-20 05:45:00+00:00,0,-0.015,-0.3,0.82,81.77,False
DQN_15m_short_V1.pt,15m,short,1,177256,177257,2025-01-20 16:00:00+00:00,2025-01-20 16:15:00+00:00,0,-0.015,-0.3,0.82,81.52,False
DQN_15m_short_V1.pt,15m,short,1,177269,177270,2025-01-20 19:15:00+00:00,2025-01-20 19:30:00+00:00,0,-0.015,-0.3,0.82,81.28,False
DQN_15m_short_V1.pt,15m,short,1,177304,177305,2025-01-21 04:00:00+00:00,2025-01-21 04:15:00+00:00,0,-0.015,-0.3,0.81,81.03,False
DQN_15m_short_V1.pt,15m,short,1,177572,177573,2025-01-23 23:00:00+00:00,2025-01-23 23:15:00+00:00,0,-0.015,-0.3,0.81,80.79,False
DQN_15m_short_V1.pt,15m,short,1,180727,180728,2025-02-25 19:45:00+00:00,2025-02-25 20:00:00+00:00,0,-0.015,-0.3,0.81,80.55,False
DQN_15m_short_V1.pt,15m,short,1,181216,181217,2025-03-02 22:00:00+00:00,2025-03-02 22:15:00+00:00,0,-0.015,-0.3,0.81,80.31,False
DQN_15m_short_V1.pt,15m,short,1,181243,181244,2025-03-03 04:45:00+00:00,2025-03-03 05:00:00+00:00,0,-0.015,-0.3,0.8,80.06,False
DQN_15m_short_V1.pt,15m,short,1,181346,181347,2025-03-04 06:30:00+00:00,2025-03-04 06:45:00+00:00,0,-0.015,-0.3,0.8,79.82,False
DQN_15m_short_V1.pt,15m,short,1,181412,181413,2025-03-04 23:00:00+00:00,2025-03-04 23:15:00+00:00,0,-0.015,-0.3,0.8,79.59,False
DQN_15m_short_V1.pt,15m,short,1,181428,181429,2025-03-05 03:00:00+00:00,2025-03-05 03:15:00+00:00,0,-0.015,-0.3,0.8,79.35,False
DQN_15m_short_V1.pt,15m,short,1,182008,182009,2025-03-11 04:00:00+00:00,2025-03-11 04:15:00+00:00,0,-0.015,-0.3,0.79,79.11,False
DQN_15m_short_V1.pt,15m,short,1,184203,184204,2025-04-03 00:45:00+00:00,2025-04-03 01:00:00+00:00,0,-0.015,-0.3,0.79,78.87,False
DQN_15m_short_V1.pt,15m,short,1,184866,184867,2025-04-09 22:30:00+00:00,2025-04-09 22:45:00+00:00,0,-0.015,-0.3,0.79,78.63,False
DQN_15m_short_V1.pt,15m,short,1,184889,184890,2025-04-10 04:15:00+00:00,2025-04-10 04:30:00+00:00,0,-0.015,-0.3,0.79,78.4,False
DQN_15m_short_V10.pt,15m,short,10,0,1,2020-01-01 06:00:00+00:00,2020-01-01 06:15:00+00:00,0,-0.015,-0.3,1.0,99.7,False
DQN_15m_short_V10.pt,15m,short,10,34613,34614,2020-12-26 19:15:00+00:00,2020-12-26 19:30:00+00:00,0,-0.015,-0.3,1.0,99.4,False
DQN_15m_short_V10.pt,15m,short,10,35284,35285,2021-01-02 19:00:00+00:00,2021-01-02 19:15:00+00:00,0,-0.015,-0.3,0.99,99.1,False
DQN_15m_short_V10.pt,15m,short,10,35846,35847,2021-01-08 15:30:00+00:00,2021-01-08 15:45:00+00:00,0,-0.015,-0.3,0.99,98.81,False
DQN_15m_short_V10.pt,15m,short,10,36362,36363,2021-01-14 00:30:00+00:00,2021-01-14 00:45:00+00:00,0,-0.015,-0.3,0.99,98.51,False
DQN_15m_short_V10.pt,15m,short,10,37856,37857,2021-01-29 14:00:00+00:00,2021-01-29 14:15:00+00:00,0,-0.015,-0.3,0.99,98.21,False
DQN_15m_short_V10.pt,15m,short,10,38831,38832,2021-02-08 17:45:00+00:00,2021-02-08 18:00:00+00:00,0,-0.015,-0.3,0.98,97.92,False
DQN_15m_short_V10.pt,15m,short,10,38869,38870,2021-02-09 03:15:00+00:00,2021-02-09 03:30:00+00:00,0,-0.015,-0.3,0.98,97.63,False
DQN_15m_short_V10.pt,15m,short,10,39115,39116,2021-02-11 16:45:00+00:00,2021-02-11 17:00:00+00:00,0,-0.015,-0.3,0.98,97.33,False
DQN_15m_short_V10.pt,15m,short,10,39899,39900,2021-02-19 20:45:00+00:00,2021-02-19 21:00:00+00:00,0,-0.015,-0.3,0.97,97.04,False
