model,timeframe,target,variant,entry_index,exit_index,entry_time,exit_time,tp_hits,pnl_pct_raw,pnl_pct_leveraged,stake_used,deposit_after,used_m1
DQN_15m_long_V1.pt,15m,long,1,82141,82146,2022-05-05 21:15:00+00:00,2022-05-05 22:30:00+00:00,1,0.0,0.0,1.02,102.01,False
DQN_15m_long_V1.pt,15m,long,1,82770,82774,2022-05-12 10:30:00+00:00,2022-05-12 11:30:00+00:00,4,0.02,0.4,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,85254,85262,2022-06-07 07:30:00+00:00,2022-06-07 09:30:00+00:00,1,0.0,0.0,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,86334,86338,2022-06-18 13:30:00+00:00,2022-06-18 14:30:00+00:00,1,0.0,0.0,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,94708,94716,2022-09-13 19:00:00+00:00,2022-09-13 21:00:00+00:00,1,0.0,0.0,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,100109,100112,2022-11-09 01:15:00+00:00,2022-11-09 02:00:00+00:00,1,0.0,0.0,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,112973,112988,2023-03-23 01:15:00+00:00,2023-03-23 05:00:00+00:00,1,0.0,0.0,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,116337,116352,2023-04-27 02:15:00+00:00,2023-04-27 06:00:00+00:00,1,0.0,0.0,1.02,102.42,False
DQN_15m_long_V1.pt,15m,long,1,127188,127236,2023-08-18 03:00:00+00:00,2023-08-18 15:00:00+00:00,0,-0.015,-0.3,1.02,102.11,False
DQN_15m_long_V1.pt,15m,long,1,140500,140532,2024-01-03 19:00:00+00:00,2024-01-04 03:00:00+00:00,4,0.02,0.4,1.02,102.52,False
DQN_15m_long_V1.pt,15m,long,1,141283,141290,2024-01-11 22:45:00+00:00,2024-01-12 00:30:00+00:00,1,0.0,0.0,1.03,102.52,False
DQN_15m_long_V1.pt,15m,long,1,146468,146476,2024-03-05 23:00:00+00:00,2024-03-06 01:00:00+00:00,3,0.0,0.0,1.03,102.52,False
DQN_15m_long_V1.pt,15m,long,1,147377,147379,2024-03-15 10:15:00+00:00,2024-03-15 10:45:00+00:00,1,0.0,0.0,1.03,102.52,False
DQN_15m_long_V1.pt,15m,long,1,147953,147968,2024-03-21 10:15:00+00:00,2024-03-21 14:00:00+00:00,2,0.0,0.0,1.03,102.52,False
DQN_15m_long_V1.pt,15m,long,1,149102,149110,2024-04-02 09:30:00+00:00,2024-04-02 11:30:00+00:00,0,-0.015,-0.3,1.03,102.21,False
DQN_15m_long_V1.pt,15m,long,1,150229,150233,2024-04-14 03:15:00+00:00,2024-04-14 04:15:00+00:00,4,0.02,0.4,1.02,102.62,False
DQN_15m_long_V1.pt,15m,long,1,150727,150731,2024-04-19 07:45:00+00:00,2024-04-19 08:45:00+00:00,1,0.0,0.0,1.03,102.62,False
DQN_15m_long_V1.pt,15m,long,1,151905,151909,2024-05-01 14:15:00+00:00,2024-05-01 15:15:00+00:00,1,0.0,0.0,1.03,102.62,False
DQN_15m_long_V1.pt,15m,long,1,155983,155991,2024-06-13 01:45:00+00:00,2024-06-13 03:45:00+00:00,0,-0.015,-0.3,1.03,102.31,False
DQN_15m_long_V1.pt,15m,long,1,161095,161097,2024-08-05 07:45:00+00:00,2024-08-05 08:15:00+00:00,1,0.0,0.0,1.02,102.31,False
DQN_15m_long_V1.pt,15m,long,1,162127,162148,2024-08-16 01:45:00+00:00,2024-08-16 07:00:00+00:00,4,0.02,0.4,1.02,102.72,False
DQN_15m_long_V1.pt,15m,long,1,163291,163304,2024-08-28 04:45:00+00:00,2024-08-28 08:00:00+00:00,0,-0.015,-0.3,1.03,102.41,False
DQN_15m_long_V1.pt,15m,long,1,170635,170637,2024-11-12 16:45:00+00:00,2024-11-12 17:15:00+00:00,1,0.0,0.0,1.02,102.41,False
DQN_15m_long_V1.pt,15m,long,1,170688,170718,2024-11-13 06:00:00+00:00,2024-11-13 13:30:00+00:00,4,0.02,0.4,1.02,102.82,False
DQN_15m_long_V1.pt,15m,long,1,170776,170819,2024-11-14 04:00:00+00:00,2024-11-14 14:45:00+00:00,3,-0.0,-0.0,1.03,102.82,False
DQN_15m_long_V1.pt,15m,long,1,170848,170855,2024-11-14 22:00:00+00:00,2024-11-14 23:45:00+00:00,0,-0.015,-0.3,1.03,102.51,False
