epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.779423,0.843990,0.330309,0.000000,0.000000
2,0.702172,0.723573,0.413793,0.362919,0.362919
3,0.694412,0.698508,0.450091,0.444037,0.444037
4,0.694295,0.671152,0.671506,0.803047,0.803047
5,0.687600,0.749414,0.399274,0.294243,0.803047
6,0.675883,0.867235,0.330309,0.000000,0.803047
7,0.686279,0.701389,0.493648,0.532663,0.803047
8,0.672516,0.735669,0.381125,0.223235,0.803047
9,0.661916,0.720219,0.395644,0.295983,0.803047
10,0.652040,0.773277,0.373866,0.180523,0.803047
11,0.656300,0.743828,0.370236,0.227171,0.803047
12,0.646011,0.719334,0.459165,0.437736,0.803047
13,0.636156,0.924347,0.344828,0.057441,0.803047
14,0.618284,0.918878,0.357532,0.149038,0.803047
15,0.607701,0.883490,0.353902,0.152381,0.803047
16,0.610778,0.887962,0.355717,0.164706,0.803047
