epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.766613,0.785167,0.366606,0.000000,0.000000
2,0.707965,0.668139,0.633394,0.775556,0.775556
3,0.690748,0.671142,0.631579,0.765859,0.775556
4,0.686487,0.668410,0.627949,0.770437,0.775556
5,0.683541,0.660319,0.633394,0.775556,0.775556
6,0.676121,0.661414,0.631579,0.772676,0.775556
7,0.671512,0.684373,0.598911,0.730159,0.775556
8,0.671155,0.669583,0.626134,0.765909,0.775556
9,0.667035,0.669378,0.617060,0.754366,0.775556
10,0.664574,0.670722,0.631579,0.767468,0.775556
11,0.650679,0.671904,0.627949,0.767310,0.775556
12,0.662503,0.711592,0.633394,0.775556,0.775556
13,0.640762,0.695429,0.546279,0.678663,0.775556
14,0.632285,0.677923,0.597096,0.725926,0.775556
15,0.647212,0.703752,0.582577,0.718137,0.775556
16,0.621447,0.706418,0.626134,0.766968,0.775556
17,0.611734,0.713112,0.482759,0.536585,0.775556
