epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.746484,0.714383,0.448276,0.500000,0.500000
2,0.700597,0.760116,0.330309,0.000000,0.500000
3,0.690907,0.741940,0.343013,0.090452,0.500000
4,0.692150,0.661564,0.617060,0.755504,0.755504
5,0.693596,0.726906,0.390200,0.259912,0.755504
6,0.691115,0.683873,0.549909,0.661202,0.755504
7,0.690495,0.664502,0.624319,0.763968,0.763968
8,0.690015,0.726636,0.422868,0.390805,0.763968
9,0.688727,0.710635,0.473684,0.529221,0.763968
10,0.682312,0.700816,0.466425,0.493103,0.763968
11,0.687333,0.701784,0.464610,0.456722,0.763968
12,0.683433,0.792850,0.382940,0.244444,0.763968
13,0.670642,0.798497,0.406534,0.322981,0.763968
14,0.673253,0.793953,0.346642,0.121951,0.763968
15,0.675999,0.850270,0.332123,0.016043,0.763968
16,0.665859,0.918974,0.333938,0.016086,0.763968
17,0.679296,0.838934,0.390200,0.269565,0.763968
18,0.657023,0.858274,0.364791,0.174528,0.763968
19,0.658037,1.050132,0.364791,0.170616,0.763968
