epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.758705,0.666031,0.617060,0.763187,0.763187
2,0.702605,0.687203,0.613430,0.749117,0.763187
3,0.696143,0.662279,0.633394,0.775556,0.775556
4,0.697293,0.737881,0.366606,0.000000,0.775556
5,0.694334,0.663051,0.633394,0.775556,0.775556
6,0.689324,0.688876,0.542650,0.661290,0.775556
7,0.685467,0.662386,0.633394,0.775556,0.775556
8,0.685452,0.671040,0.640653,0.778027,0.778027
9,0.675136,0.701367,0.377495,0.153086,0.778027
10,0.669320,0.664536,0.633394,0.775556,0.778027
11,0.651892,0.706197,0.410163,0.378585,0.778027
12,0.671633,0.667070,0.633394,0.775556,0.778027
13,0.668889,0.665736,0.633394,0.775556,0.778027
14,0.656962,0.668836,0.624319,0.765572,0.778027
15,0.646558,0.669296,0.633394,0.773034,0.778027
16,0.637985,0.678707,0.591652,0.732461,0.778027
17,0.644685,0.675623,0.615245,0.756322,0.778027
18,0.628392,0.693894,0.631579,0.772676,0.778027
19,0.638099,0.688908,0.575318,0.711823,0.778027
20,0.629242,0.684965,0.627949,0.769921,0.778027
