epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.696775,0.686974,0.639851,0.772488,0.772488
2,0.693721,0.698889,0.334875,0.000000,0.772488
3,0.693501,0.691059,0.644906,0.778367,0.778367
4,0.693395,0.675195,0.662795,0.796926,0.796926
5,0.693214,0.684059,0.652793,0.786104,0.796926
6,0.692987,0.682703,0.664336,0.798250,0.798250
7,0.693092,0.676505,0.656700,0.789363,0.798250
8,0.693219,0.709969,0.334875,0.000000,0.798250
9,0.693116,0.698122,0.457912,0.472345,0.798250
10,0.693222,0.689110,0.665125,0.798889,0.798889
11,0.693242,0.693644,0.370474,0.174346,0.798889
12,0.693265,0.691730,0.665125,0.798889,0.798889
13,0.693238,0.689397,0.665125,0.798889,0.798889
14,0.693202,0.686852,0.665125,0.798889,0.798889
15,0.693242,0.690578,0.665125,0.798889,0.798889
16,0.693230,0.686062,0.665125,0.798889,0.798889
17,0.693252,0.690368,0.665125,0.798889,0.798889
18,0.693282,0.691177,0.665125,0.798889,0.798889
19,0.693193,0.688324,0.665125,0.798889,0.798889
20,0.693228,0.693977,0.334875,0.000000,0.798889
21,0.693157,0.703051,0.334875,0.000000,0.798889
22,0.693195,0.698167,0.334875,0.000000,0.798889
23,0.693231,0.694541,0.334875,0.000000,0.798889
24,0.693201,0.690218,0.656414,0.790147,0.798889
25,0.693187,0.687437,0.664372,0.798128,0.798889
26,0.693172,0.693739,0.334875,0.000000,0.798889
27,0.693231,0.693168,0.334875,0.000000,0.798889
28,0.693198,0.694918,0.334875,0.000000,0.798889
