epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.694710,0.708625,0.368801,0.172564,0.172564
2,0.692864,0.686089,0.546611,0.648251,0.648251
3,0.692883,0.694641,0.373762,0.182120,0.648251
4,0.693127,0.684108,0.664153,0.798188,0.798188
5,0.693088,0.684106,0.664153,0.798188,0.798188
6,0.693155,0.696561,0.356873,0.117303,0.798188
7,0.693260,0.699822,0.335865,0.000054,0.798188
8,0.693242,0.692072,0.664153,0.798188,0.798188
9,0.693255,0.696758,0.335847,0.000000,0.798188
10,0.693248,0.704813,0.335847,0.000000,0.798188
11,0.693235,0.687004,0.664153,0.798188,0.798188
12,0.693233,0.694751,0.335847,0.000000,0.798188
13,0.693210,0.692278,0.664153,0.798188,0.798188
14,0.693248,0.695957,0.335847,0.000000,0.798188
15,0.693218,0.694745,0.335847,0.000000,0.798188
16,0.693216,0.699502,0.335847,0.000000,0.798188
17,0.693180,0.697081,0.335847,0.000000,0.798188
