epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.765406,0.633073,0.669691,0.802174,0.802174
2,0.697775,0.863331,0.330309,0.000000,0.802174
3,0.686025,0.679059,0.549909,0.664865,0.802174
4,0.682956,0.707585,0.448276,0.460993,0.802174
5,0.681919,0.822803,0.330309,0.000000,0.802174
6,0.686224,0.690854,0.508167,0.597325,0.802174
7,0.675464,0.849990,0.333938,0.016086,0.802174
8,0.668140,0.723662,0.435572,0.439640,0.802174
9,0.666074,0.836173,0.355717,0.082687,0.802174
10,0.657182,0.942107,0.353902,0.118812,0.802174
11,0.653338,0.913438,0.355717,0.144578,0.802174
12,0.650024,0.902408,0.372051,0.191589,0.802174
13,0.654760,0.960312,0.348457,0.109181,0.802174
