epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.698989,0.686494,0.669851,0.802288,0.802288
2,0.694246,0.708496,0.330149,0.000000,0.802288
3,0.693887,0.696643,0.330149,0.000000,0.802288
4,0.694142,0.687996,0.669851,0.802288,0.802288
5,0.693592,0.724222,0.330149,0.000000,0.802288
6,0.693623,0.714555,0.330149,0.000000,0.802288
7,0.693297,0.695766,0.348966,0.110664,0.802288
8,0.693409,0.685089,0.669851,0.802288,0.802288
9,0.693230,0.698513,0.332017,0.018157,0.802288
10,0.693437,0.708424,0.330149,0.000000,0.802288
11,0.693488,0.697214,0.330149,0.000000,0.802288
12,0.693184,0.692782,0.562913,0.674789,0.802288
13,0.693123,0.689550,0.669779,0.802151,0.802288
14,0.693154,0.700438,0.334387,0.030544,0.802288
15,0.693227,0.700855,0.334243,0.033570,0.802288
16,0.693292,0.679668,0.669851,0.802288,0.802288
17,0.693255,0.694260,0.330149,0.000000,0.802288
18,0.693270,0.700208,0.330149,0.000000,0.802288
19,0.693261,0.692730,0.669420,0.801774,0.802288
20,0.693302,0.698118,0.330149,0.000000,0.802288
21,0.693250,0.687110,0.669851,0.802288,0.802288
22,0.693242,0.683241,0.669276,0.801637,0.802288
23,0.693313,0.686977,0.669851,0.802288,0.802288
24,0.693255,0.695456,0.330149,0.000000,0.802288
25,0.693291,0.698657,0.330149,0.000000,0.802288
26,0.693271,0.701364,0.330149,0.000000,0.802288
27,0.693252,0.687828,0.669851,0.802288,0.802288
28,0.693221,0.690952,0.669851,0.802288,0.802288
