epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.707801,0.693214,0.493206,0.559215,0.559215
2,0.694827,0.689387,0.546112,0.639412,0.639412
3,0.692733,0.672580,0.665510,0.793208,0.793208
4,0.692464,0.659866,0.665221,0.798958,0.798958
5,0.691869,0.704958,0.411101,0.361642,0.798958
6,0.692639,0.729397,0.367158,0.182904,0.798958
7,0.691981,0.677762,0.614629,0.743900,0.798958
8,0.691967,0.680535,0.589477,0.716000,0.798958
9,0.692384,0.732821,0.410812,0.339598,0.798958
10,0.688923,0.681636,0.575600,0.690687,0.798958
11,0.687901,0.699022,0.466898,0.472540,0.798958
12,0.688788,0.685408,0.585429,0.696186,0.798958
13,0.687721,0.667074,0.657415,0.788958,0.798958
14,0.688582,0.669477,0.650766,0.781239,0.798958
15,0.692774,0.671660,0.666088,0.798605,0.798958
16,0.689533,0.677855,0.660596,0.794396,0.798958
