epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.744589,0.712448,0.388385,0.221709,0.221709
2,0.701366,0.669076,0.631579,0.769580,0.769580
3,0.695938,0.759406,0.353902,0.077720,0.769580
4,0.690105,0.700457,0.468240,0.485062,0.769580
5,0.687204,0.685978,0.504537,0.606061,0.769580
6,0.684604,0.773630,0.359347,0.145278,0.769580
7,0.689095,0.719962,0.368421,0.194444,0.769580
8,0.684617,0.788371,0.337568,0.041995,0.769580
9,0.687148,0.759124,0.352087,0.072727,0.769580
10,0.681680,0.771693,0.330309,0.000000,0.769580
11,0.682775,0.672145,0.669691,0.802174,0.802174
12,0.689578,0.690152,0.568058,0.675749,0.802174
13,0.685125,0.807320,0.330309,0.000000,0.802174
14,0.669719,0.850395,0.330309,0.000000,0.802174
15,0.674877,0.766833,0.333938,0.080201,0.802174
16,0.669426,0.835997,0.333938,0.066158,0.802174
17,0.667849,0.723302,0.381125,0.282105,0.802174
18,0.662916,0.872991,0.332123,0.065990,0.802174
19,0.669050,0.803540,0.350272,0.126829,0.802174
20,0.669360,0.982213,0.330309,0.000000,0.802174
21,0.662882,0.831762,0.333938,0.080201,0.802174
22,0.656265,0.810289,0.352087,0.147971,0.802174
23,0.657099,0.808141,0.333938,0.075567,0.802174
