epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.695616,0.677591,0.658923,0.792271,0.792271
2,0.692721,0.678133,0.664982,0.798786,0.798786
3,0.693019,0.682764,0.656593,0.789966,0.798786
4,0.692571,0.689203,0.648742,0.780038,0.798786
5,0.692549,0.677880,0.662651,0.795949,0.798786
6,0.692813,0.695460,0.337349,0.013029,0.798786
7,0.693036,0.681577,0.658099,0.791573,0.798786
8,0.693083,0.689144,0.663727,0.797478,0.798786
9,0.692921,0.695497,0.334875,0.000000,0.798786
10,0.693014,0.706937,0.334875,0.000000,0.798786
11,0.693111,0.686143,0.663727,0.797679,0.798786
12,0.693108,0.689928,0.663870,0.797565,0.798786
13,0.693170,0.686733,0.665125,0.798889,0.798889
14,0.693256,0.688164,0.651896,0.785878,0.798889
15,0.693200,0.698984,0.371765,0.202439,0.798889
16,0.693160,0.693110,0.360472,0.152662,0.798889
17,0.693221,0.698017,0.347602,0.078022,0.798889
18,0.693240,0.692521,0.665125,0.798889,0.798889
19,0.693214,0.695170,0.346777,0.065062,0.798889
20,0.693240,0.700526,0.334875,0.000000,0.798889
21,0.693251,0.694312,0.334875,0.000000,0.798889
22,0.693195,0.688491,0.656414,0.790651,0.798889
23,0.693260,0.692268,0.665125,0.798889,0.798889
24,0.693229,0.696037,0.334875,0.000000,0.798889
25,0.693240,0.695683,0.334875,0.000000,0.798889
