epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.698818,0.679230,0.660586,0.795606,0.795606
2,0.694276,0.688413,0.642129,0.777574,0.795606
3,0.693730,0.659738,0.660586,0.795606,0.795606
4,0.693429,0.676924,0.659150,0.793688,0.795606
5,0.693310,0.686916,0.595016,0.720994,0.795606
6,0.693174,0.678356,0.624533,0.754416,0.795606
7,0.693121,0.659580,0.652686,0.787260,0.795606
8,0.693350,0.673355,0.660586,0.795606,0.795606
9,0.693072,0.675441,0.660586,0.795606,0.795606
10,0.692927,0.671179,0.646151,0.781226,0.795606
11,0.693176,0.671955,0.660586,0.795606,0.795606
12,0.693109,0.676194,0.660586,0.795606,0.795606
13,0.693184,0.691690,0.654266,0.788989,0.795606
14,0.693239,0.685671,0.660586,0.795606,0.795606
15,0.693283,0.692555,0.461146,0.477980,0.795606
