epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.742822,0.746563,0.366606,0.000000,0.000000
2,0.696520,0.666170,0.624319,0.760139,0.760139
3,0.692992,0.696268,0.548094,0.645804,0.760139
4,0.696628,0.679449,0.577132,0.700899,0.760139
5,0.697461,0.667317,0.633394,0.775556,0.775556
6,0.695819,0.680442,0.588022,0.727491,0.775556
7,0.688496,0.676964,0.606171,0.746199,0.775556
8,0.688474,0.666559,0.611615,0.752315,0.775556
9,0.684817,0.677260,0.591652,0.733728,0.775556
10,0.688430,0.662684,0.629764,0.766055,0.775556
11,0.686670,0.662017,0.635209,0.766007,0.775556
12,0.686376,0.664621,0.615245,0.757437,0.775556
13,0.680103,0.662672,0.627949,0.759672,0.775556
14,0.684317,0.703084,0.598911,0.734694,0.775556
15,0.680895,0.690446,0.611615,0.750583,0.775556
16,0.687173,0.687954,0.600726,0.744780,0.775556
17,0.685163,0.665388,0.593466,0.717884,0.775556
