epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.698650,0.704900,0.330149,0.000000,0.000000
2,0.694788,0.684939,0.668486,0.800742,0.800742
3,0.693628,0.683270,0.664608,0.797643,0.800742
4,0.693453,0.689215,0.639041,0.770983,0.800742
5,0.693019,0.680911,0.660299,0.793828,0.800742
6,0.692910,0.693000,0.545461,0.655227,0.800742
7,0.693219,0.723040,0.348391,0.074844,0.800742
8,0.693101,0.693323,0.532749,0.633300,0.800742
9,0.693060,0.699478,0.340204,0.054738,0.800742
10,0.692933,0.693560,0.567653,0.681076,0.800742
11,0.692658,0.682343,0.665470,0.797935,0.800742
12,0.692687,0.717786,0.338409,0.046574,0.800742
13,0.693273,0.702932,0.333166,0.017980,0.800742
14,0.692961,0.702376,0.330149,0.000000,0.800742
