epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.757784,0.659462,0.633394,0.775556,0.775556
2,0.695708,0.681061,0.609800,0.750869,0.775556
3,0.686906,0.694983,0.499093,0.560510,0.775556
4,0.686119,0.677103,0.606171,0.739496,0.775556
5,0.686904,0.671892,0.613430,0.750293,0.775556
6,0.675311,0.673447,0.611615,0.746445,0.775556
7,0.678938,0.668810,0.633394,0.766204,0.775556
8,0.679518,0.686724,0.620690,0.765957,0.775556
9,0.675730,0.679917,0.600726,0.727723,0.775556
10,0.673399,0.659074,0.638838,0.765053,0.775556
11,0.660824,0.697776,0.607985,0.747664,0.775556
12,0.667206,0.665567,0.611615,0.739659,0.775556
13,0.658438,0.678811,0.586207,0.698413,0.775556
