epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.712870,0.717759,0.306447,0.000000,0.000000
2,0.695088,0.694967,0.456490,0.478647,0.478647
3,0.694170,0.674020,0.692108,0.817980,0.817980
4,0.694834,0.696252,0.413414,0.362551,0.817980
5,0.694058,0.703068,0.339694,0.122888,0.817980
6,0.693100,0.694628,0.398092,0.357407,0.817980
7,0.693654,0.692103,0.521538,0.632140,0.817980
8,0.692415,0.703590,0.339983,0.126960,0.817980
9,0.690747,0.675779,0.685169,0.811885,0.817980
10,0.691205,0.733159,0.327262,0.070316,0.817980
11,0.693424,0.713156,0.325239,0.065653,0.817980
12,0.692145,0.722491,0.307892,0.004160,0.817980
13,0.691024,0.694745,0.403585,0.338994,0.817980
14,0.691441,0.696492,0.387395,0.304562,0.817980
15,0.691039,0.671020,0.680254,0.807518,0.817980
