epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.696685,0.690226,0.650893,0.782265,0.782265
2,0.693172,0.689613,0.622284,0.752234,0.782265
3,0.692921,0.711328,0.334588,0.017365,0.782265
4,0.692943,0.699672,0.356923,0.126765,0.782265
5,0.693072,0.701263,0.344590,0.069808,0.782265
6,0.692461,0.692078,0.597046,0.724523,0.782265
7,0.692968,0.705239,0.398760,0.302748,0.782265
8,0.692876,0.697696,0.334445,0.009603,0.782265
9,0.692958,0.696181,0.405894,0.315829,0.782265
10,0.693015,0.687791,0.634975,0.767364,0.782265
11,0.692952,0.707864,0.385316,0.246330,0.782265
12,0.693150,0.700657,0.332437,0.000000,0.782265
13,0.693160,0.697025,0.332437,0.000000,0.782265
