epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.698375,0.698909,0.339055,0.000869,0.000869
2,0.693243,0.710158,0.340707,0.008425,0.008425
3,0.692638,0.665719,0.660586,0.795411,0.795411
4,0.691759,0.675400,0.656349,0.790288,0.795411
5,0.691626,0.663643,0.656708,0.790240,0.795411
6,0.691895,0.669110,0.648736,0.782902,0.795411
7,0.692106,0.654211,0.659868,0.794623,0.795411
8,0.691630,0.710791,0.342574,0.026584,0.795411
9,0.692052,0.715337,0.375898,0.202167,0.795411
10,0.691381,0.692592,0.561836,0.677588,0.795411
11,0.692035,0.683378,0.589917,0.718581,0.795411
12,0.692467,0.680299,0.647371,0.781972,0.795411
13,0.692213,0.676128,0.612827,0.746127,0.795411
14,0.691907,0.675558,0.630207,0.762948,0.795411
15,0.692287,0.674576,0.619937,0.755498,0.795411
