epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.699469,0.690944,0.562913,0.675690,0.675690
2,0.693428,0.683510,0.660586,0.795482,0.795482
3,0.692740,0.700426,0.354711,0.082508,0.795482
4,0.692234,0.689887,0.612180,0.744391,0.795482
5,0.691557,0.705707,0.341856,0.011435,0.795482
6,0.691991,0.671569,0.660299,0.795362,0.795482
7,0.692079,0.687299,0.645648,0.780653,0.795482
8,0.691772,0.682430,0.656205,0.791407,0.795482
9,0.692284,0.683502,0.653045,0.787302,0.795482
10,0.691883,0.715558,0.339342,0.001086,0.795482
11,0.692816,0.696499,0.341640,0.020515,0.795482
12,0.691922,0.702204,0.339414,0.000000,0.795482
13,0.692199,0.682766,0.645935,0.780713,0.795482
14,0.692002,0.692025,0.602988,0.729920,0.795482
