epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.716950,0.662546,0.633394,0.775556,0.775556
2,0.699049,0.771982,0.366606,0.000000,0.775556
3,0.697554,0.664262,0.633394,0.775556,0.775556
4,0.694626,0.667112,0.633394,0.775556,0.775556
5,0.692661,0.672815,0.633394,0.775556,0.775556
6,0.692840,0.671267,0.633394,0.775556,0.775556
7,0.693733,0.667182,0.633394,0.775556,0.775556
8,0.692982,0.669355,0.633394,0.775556,0.775556
9,0.688344,0.689151,0.633394,0.775556,0.775556
10,0.689072,0.702413,0.633394,0.775556,0.775556
11,0.691709,0.694391,0.633394,0.775556,0.775556
12,0.692376,0.696762,0.633394,0.775556,0.775556
13,0.695339,0.661508,0.633394,0.775556,0.775556
14,0.696163,0.710398,0.415608,0.261468,0.775556
15,0.689157,0.689500,0.637024,0.775785,0.775785
16,0.690382,0.757051,0.637024,0.776286,0.776286
17,0.684664,0.750661,0.635209,0.775920,0.776286
18,0.688092,0.757488,0.622505,0.750600,0.776286
19,0.683341,0.675932,0.593466,0.689751,0.776286
20,0.683608,0.695610,0.638838,0.776153,0.776286
21,0.691404,0.669332,0.633394,0.768879,0.776286
22,0.684319,0.662774,0.629764,0.764434,0.776286
23,0.679316,0.670022,0.635209,0.769759,0.776286
24,0.674213,0.723338,0.642468,0.772254,0.776286
25,0.673967,0.676727,0.631579,0.762573,0.776286
26,0.677231,0.679184,0.635209,0.765461,0.776286
27,0.676201,0.671371,0.604356,0.737349,0.776286
28,0.685051,0.662772,0.631579,0.770102,0.776286
