epoch,train_loss,val_loss,val_acc,val_f1,best_f1
1,0.697220,0.690567,0.638668,0.771664,0.771664
2,0.693770,0.683304,0.667563,0.800645,0.800645
3,0.693235,0.675895,0.667563,0.800645,0.800645
4,0.693475,0.703225,0.332437,0.000000,0.800645
5,0.693192,0.693672,0.389008,0.264151,0.800645
6,0.692936,0.690678,0.646698,0.778664,0.800645
7,0.693113,0.706804,0.334481,0.009920,0.800645
8,0.693015,0.693962,0.380691,0.225024,0.800645
9,0.693227,0.693259,0.482039,0.528675,0.800645
10,0.693339,0.688554,0.662114,0.795211,0.800645
11,0.693264,0.695276,0.332437,0.000000,0.800645
12,0.693218,0.689591,0.632358,0.765165,0.800645
13,0.693249,0.691652,0.626801,0.757659,0.800645
14,0.693206,0.694984,0.332437,0.000000,0.800645
15,0.693169,0.696343,0.332437,0.000000,0.800645
