iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.625674,0.635066,0.670103,0.802469,0.802469
2,0.620452,0.635900,0.670103,0.802469,0.802469
3,0.615961,0.636059,0.670103,0.802469,0.802469
4,0.610925,0.636489,0.670103,0.802469,0.802469
5,0.606579,0.637472,0.670103,0.802469,0.802469
6,0.603421,0.638054,0.670103,0.802469,0.802469
7,0.599716,0.637855,0.670103,0.802469,0.802469
8,0.595416,0.637260,0.670103,0.802469,0.802469
9,0.591394,0.637213,0.670103,0.802469,0.802469
10,0.586546,0.637677,0.670103,0.802469,0.802469
11,0.582126,0.638161,0.670103,0.802469,0.802469
12,0.579007,0.638565,0.670103,0.802469,0.802469
13,0.575997,0.639429,0.670103,0.802469,0.802469
14,0.573058,0.639268,0.670103,0.802469,0.802469
15,0.570754,0.639064,0.670103,0.802469,0.802469
16,0.566720,0.639053,0.670103,0.802469,0.802469
17,0.563347,0.638606,0.670103,0.802469,0.802469
18,0.560357,0.638497,0.670103,0.802469,0.802469
19,0.558282,0.639395,0.670103,0.802469,0.802469
20,0.556471,0.639390,0.670103,0.802469,0.802469
21,0.554502,0.638112,0.670103,0.802469,0.802469
22,0.552412,0.638271,0.670103,0.802469,0.802469
23,0.548871,0.638516,0.670103,0.802469,0.802469
24,0.544018,0.637828,0.670103,0.802469,0.802469
25,0.542165,0.637888,0.670103,0.802469,0.802469
26,0.541452,0.638516,0.670103,0.802469,0.802469
27,0.539697,0.638443,0.670103,0.802469,0.802469
28,0.538378,0.638411,0.670103,0.802469,0.802469
29,0.535141,0.638387,0.670103,0.802469,0.802469
30,0.532224,0.638374,0.670103,0.802469,0.802469
31,0.530741,0.638494,0.670103,0.802469,0.802469
32,0.528194,0.638326,0.670103,0.802469,0.802469
33,0.524154,0.638124,0.670103,0.802469,0.802469
34,0.522704,0.638464,0.670103,0.802469,0.802469
35,0.521438,0.639022,0.670103,0.802469,0.802469
36,0.519084,0.639441,0.670103,0.802469,0.802469
37,0.515806,0.640750,0.670103,0.802062,0.802469
38,0.512947,0.640834,0.670103,0.802062,0.802469
39,0.511525,0.641482,0.671821,0.802890,0.802890
40,0.510581,0.641616,0.668385,0.800826,0.802890
41,0.508222,0.641723,0.666667,0.798755,0.802890
42,0.507379,0.641957,0.664948,0.797508,0.802890
43,0.504085,0.642707,0.664948,0.797086,0.802890
44,0.502716,0.642323,0.664948,0.796663,0.802890
45,0.501671,0.641830,0.666667,0.797917,0.802890
46,0.498574,0.642805,0.664948,0.796663,0.802890
47,0.497318,0.643142,0.659794,0.792887,0.802890
48,0.496851,0.643240,0.658076,0.791623,0.802890
49,0.495588,0.643763,0.647766,0.783527,0.802890
50,0.493915,0.643727,0.647766,0.783527,0.802890
51,0.492861,0.644207,0.647766,0.783527,0.802890
52,0.491154,0.644292,0.639175,0.776596,0.802890
53,0.489942,0.646081,0.628866,0.763158,0.802890
54,0.489018,0.648692,0.630584,0.757062,0.802890
55,0.486381,0.649662,0.632302,0.755149,0.802890
56,0.485145,0.649608,0.632302,0.755149,0.802890
57,0.484205,0.649789,0.627148,0.750861,0.802890
58,0.481451,0.649794,0.627148,0.750861,0.802890
59,0.479791,0.650346,0.625430,0.748848,0.802890
60,0.478607,0.650460,0.621993,0.745958,0.802890
61,0.477876,0.650733,0.621993,0.745958,0.802890
62,0.475985,0.650513,0.625430,0.748848,0.802890
63,0.475453,0.650739,0.623711,0.746821,0.802890
64,0.473902,0.650813,0.621993,0.745370,0.802890
65,0.473442,0.651313,0.616838,0.739790,0.802890
66,0.471316,0.652928,0.616838,0.739790,0.802890
67,0.470015,0.653936,0.621993,0.742991,0.802890
68,0.468436,0.655071,0.616838,0.733572,0.802890
69,0.467468,0.655061,0.615120,0.731415,0.802890
70,0.467083,0.655504,0.615120,0.735225,0.802890
71,0.466772,0.655457,0.620275,0.735329,0.802890
72,0.466437,0.657712,0.608247,0.722628,0.802890
73,0.465428,0.661778,0.594502,0.705000,0.802890
74,0.463166,0.661705,0.596220,0.706617,0.802890
75,0.461761,0.661750,0.594502,0.705000,0.802890
76,0.459534,0.661460,0.603093,0.710889,0.802890
77,0.457528,0.661592,0.603093,0.710889,0.802890
78,0.455419,0.661056,0.608247,0.717122,0.802890
79,0.454286,0.661058,0.609966,0.718012,0.802890
