iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.634431,0.638327,0.664000,0.798077,0.798077
2,0.634222,0.638294,0.664000,0.798077,0.798077
3,0.634017,0.638273,0.664000,0.798077,0.798077
4,0.633836,0.638266,0.664000,0.798077,0.798077
5,0.633676,0.638383,0.664000,0.798077,0.798077
6,0.633491,0.638414,0.664000,0.798077,0.798077
7,0.633343,0.638521,0.664000,0.798077,0.798077
8,0.633253,0.638664,0.664000,0.798077,0.798077
9,0.633173,0.638712,0.664000,0.798077,0.798077
10,0.633028,0.638872,0.664000,0.798077,0.798077
11,0.632883,0.638959,0.664000,0.798077,0.798077
12,0.632811,0.639205,0.664000,0.798077,0.798077
13,0.632673,0.639231,0.664000,0.798077,0.798077
14,0.632541,0.639359,0.664000,0.798077,0.798077
15,0.632422,0.639426,0.664000,0.798077,0.798077
16,0.632355,0.639596,0.664000,0.798077,0.798077
17,0.632281,0.639619,0.664000,0.798077,0.798077
18,0.632205,0.639682,0.664000,0.798077,0.798077
19,0.632107,0.639810,0.664000,0.798077,0.798077
20,0.632033,0.640062,0.664000,0.798077,0.798077
21,0.631952,0.640197,0.664000,0.798077,0.798077
22,0.631884,0.640192,0.664000,0.798077,0.798077
23,0.631774,0.640336,0.664000,0.798077,0.798077
24,0.631654,0.640732,0.664000,0.798077,0.798077
25,0.631599,0.641057,0.664000,0.798077,0.798077
26,0.631502,0.641186,0.664000,0.798077,0.798077
27,0.631452,0.641191,0.664000,0.798077,0.798077
28,0.631363,0.641356,0.664000,0.798077,0.798077
29,0.631283,0.641646,0.664000,0.798077,0.798077
30,0.631200,0.641879,0.664000,0.798077,0.798077
31,0.631125,0.641960,0.664000,0.798077,0.798077
32,0.631032,0.641955,0.664000,0.798077,0.798077
33,0.630956,0.641983,0.664000,0.798077,0.798077
34,0.630875,0.642132,0.664000,0.798077,0.798077
35,0.630785,0.642601,0.664000,0.798077,0.798077
36,0.630709,0.642607,0.664000,0.798077,0.798077
37,0.630624,0.642777,0.664000,0.798077,0.798077
38,0.630546,0.642843,0.664000,0.798077,0.798077
39,0.630468,0.643050,0.664000,0.798077,0.798077
40,0.630387,0.643306,0.664000,0.798077,0.798077
41,0.630322,0.643290,0.664000,0.798077,0.798077
