iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.634180,0.636068,0.667144,0.800344,0.800344
2,0.634038,0.636068,0.667144,0.800344,0.800344
3,0.633874,0.636094,0.667144,0.800344,0.800344
4,0.633726,0.636102,0.667144,0.800344,0.800344
5,0.633565,0.636175,0.667144,0.800344,0.800344
6,0.633411,0.636319,0.667144,0.800344,0.800344
7,0.633304,0.636481,0.667144,0.800344,0.800344
8,0.633181,0.636747,0.667144,0.800344,0.800344
9,0.633057,0.636851,0.667144,0.800344,0.800344
10,0.632911,0.636939,0.667144,0.800344,0.800344
11,0.632778,0.637157,0.667144,0.800344,0.800344
12,0.632718,0.637450,0.667144,0.800344,0.800344
13,0.632604,0.637552,0.667144,0.800344,0.800344
14,0.632508,0.637620,0.667144,0.800344,0.800344
15,0.632413,0.637755,0.667144,0.800344,0.800344
16,0.632314,0.637916,0.667144,0.800344,0.800344
17,0.632232,0.637930,0.667144,0.800344,0.800344
18,0.632142,0.637942,0.667144,0.800344,0.800344
19,0.632023,0.637993,0.667144,0.800344,0.800344
20,0.631914,0.638165,0.667144,0.800344,0.800344
21,0.631881,0.638431,0.667144,0.800344,0.800344
22,0.631781,0.638436,0.667144,0.800344,0.800344
23,0.631641,0.638444,0.667144,0.800344,0.800344
24,0.631516,0.638724,0.667144,0.800344,0.800344
25,0.631476,0.638782,0.667144,0.800344,0.800344
26,0.631355,0.638798,0.667144,0.800344,0.800344
27,0.631276,0.638942,0.667144,0.800344,0.800344
28,0.631196,0.639053,0.667144,0.800344,0.800344
29,0.631115,0.639059,0.667144,0.800344,0.800344
30,0.631024,0.639099,0.667144,0.800344,0.800344
31,0.630972,0.639203,0.667144,0.800344,0.800344
32,0.630921,0.639248,0.667144,0.800344,0.800344
33,0.630858,0.639237,0.667144,0.800344,0.800344
34,0.630745,0.639245,0.667144,0.800344,0.800344
35,0.630615,0.639360,0.667144,0.800344,0.800344
36,0.630507,0.639379,0.667144,0.800344,0.800344
37,0.630427,0.639603,0.667144,0.800344,0.800344
38,0.630345,0.639593,0.667144,0.800344,0.800344
39,0.630274,0.639903,0.667144,0.800344,0.800344
40,0.630173,0.639904,0.667144,0.800344,0.800344
41,0.630083,0.640377,0.667144,0.800344,0.800344
