iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.626077,0.637913,0.665389,0.799080,0.799080
2,0.625862,0.638014,0.665389,0.799080,0.799080
3,0.625666,0.638135,0.665389,0.799080,0.799080
4,0.625519,0.638114,0.665389,0.799080,0.799080
5,0.625366,0.638077,0.665389,0.799080,0.799080
6,0.625180,0.638287,0.665389,0.799080,0.799080
7,0.624998,0.638489,0.665389,0.799080,0.799080
8,0.624848,0.638803,0.665389,0.799080,0.799080
9,0.624712,0.638810,0.665389,0.799080,0.799080
10,0.624592,0.638815,0.665389,0.799080,0.799080
11,0.624462,0.638846,0.665389,0.799080,0.799080
12,0.624296,0.639223,0.665389,0.799080,0.799080
13,0.624194,0.639209,0.665389,0.799080,0.799080
14,0.624072,0.639236,0.665389,0.799080,0.799080
15,0.623959,0.639237,0.665389,0.799080,0.799080
16,0.623798,0.639403,0.665389,0.799080,0.799080
17,0.623656,0.640024,0.665389,0.799080,0.799080
18,0.623515,0.640748,0.665389,0.799080,0.799080
19,0.623393,0.640752,0.665389,0.799080,0.799080
20,0.623296,0.640741,0.665389,0.799080,0.799080
21,0.623160,0.641542,0.665389,0.799080,0.799080
22,0.623033,0.642239,0.665389,0.799080,0.799080
23,0.622902,0.642614,0.665389,0.799080,0.799080
24,0.622811,0.642573,0.665389,0.799080,0.799080
25,0.622683,0.642821,0.665389,0.799080,0.799080
26,0.622569,0.643319,0.665389,0.799080,0.799080
27,0.622466,0.643311,0.665389,0.799080,0.799080
28,0.622287,0.643404,0.665389,0.799080,0.799080
29,0.622188,0.644140,0.665389,0.799080,0.799080
30,0.622093,0.644159,0.665389,0.799080,0.799080
31,0.621986,0.645243,0.665389,0.799080,0.799080
32,0.621840,0.645491,0.665389,0.799080,0.799080
33,0.621783,0.645484,0.665389,0.799080,0.799080
34,0.621623,0.646285,0.665389,0.799080,0.799080
35,0.621535,0.646317,0.665389,0.799080,0.799080
36,0.621395,0.646481,0.665389,0.799080,0.799080
37,0.621315,0.646462,0.665389,0.799080,0.799080
38,0.621233,0.646470,0.665389,0.799080,0.799080
39,0.621128,0.646474,0.665389,0.799080,0.799080
40,0.620997,0.646518,0.665389,0.799080,0.799080
41,0.620881,0.647404,0.665389,0.799080,0.799080
