iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.628763,0.634390,0.669724,0.802197,0.802197
2,0.628388,0.634363,0.669724,0.802197,0.802197
3,0.628070,0.634419,0.669724,0.802197,0.802197
4,0.627810,0.634434,0.669724,0.802197,0.802197
5,0.627577,0.634571,0.669724,0.802197,0.802197
6,0.627222,0.634709,0.669724,0.802197,0.802197
7,0.626944,0.634743,0.669724,0.802197,0.802197
8,0.626694,0.634847,0.669724,0.802197,0.802197
9,0.626500,0.634983,0.669724,0.802197,0.802197
10,0.626264,0.635176,0.669724,0.802197,0.802197
11,0.626017,0.635198,0.669724,0.802197,0.802197
12,0.625728,0.635307,0.669366,0.801940,0.802197
13,0.625393,0.635490,0.668004,0.800207,0.802197
14,0.625184,0.635673,0.668004,0.800207,0.802197
15,0.624929,0.635624,0.668004,0.800207,0.802197
16,0.624639,0.635958,0.667933,0.800155,0.802197
17,0.624461,0.636128,0.667861,0.800086,0.802197
18,0.624035,0.636140,0.667861,0.800086,0.802197
19,0.623710,0.636269,0.667861,0.800086,0.802197
20,0.623502,0.636434,0.667861,0.800086,0.802197
21,0.623317,0.636473,0.667861,0.800086,0.802197
22,0.623127,0.636574,0.667861,0.800086,0.802197
23,0.622938,0.636881,0.667789,0.799983,0.802197
24,0.622775,0.636893,0.667861,0.800086,0.802197
25,0.622339,0.636945,0.667789,0.799983,0.802197
26,0.622030,0.636944,0.667789,0.799983,0.802197
27,0.621874,0.637240,0.667789,0.799983,0.802197
28,0.621484,0.637278,0.667789,0.799983,0.802197
29,0.621138,0.637384,0.667718,0.799931,0.802197
30,0.620950,0.637538,0.667718,0.799931,0.802197
31,0.620711,0.637697,0.667718,0.799931,0.802197
32,0.620458,0.637780,0.667718,0.799931,0.802197
33,0.620161,0.638132,0.667503,0.799655,0.802197
34,0.619931,0.638120,0.667503,0.799655,0.802197
35,0.619612,0.638111,0.667503,0.799655,0.802197
36,0.619351,0.638115,0.667503,0.799655,0.802197
37,0.619101,0.638352,0.667359,0.799326,0.802197
38,0.618903,0.638671,0.667646,0.799447,0.802197
39,0.618710,0.638955,0.667646,0.799447,0.802197
40,0.618529,0.639013,0.667646,0.799447,0.802197
41,0.618324,0.639599,0.667646,0.799429,0.802197
