iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.627537,0.618760,0.690831,0.817150,0.817150
2,0.627105,0.618802,0.690831,0.817150,0.817150
3,0.626778,0.618729,0.690831,0.817150,0.817150
4,0.626453,0.618713,0.690831,0.817150,0.817150
5,0.626040,0.618801,0.690831,0.817150,0.817150
6,0.625713,0.618908,0.690831,0.817150,0.817150
7,0.625351,0.618947,0.690831,0.817150,0.817150
8,0.625017,0.619043,0.690831,0.817150,0.817150
9,0.624741,0.619124,0.690831,0.817150,0.817150
10,0.624426,0.619308,0.690831,0.817150,0.817150
11,0.624154,0.619379,0.690831,0.817150,0.817150
12,0.623817,0.619735,0.690831,0.817150,0.817150
13,0.623508,0.619919,0.690831,0.817150,0.817150
14,0.623277,0.620058,0.690831,0.817150,0.817150
15,0.623048,0.620178,0.690831,0.817150,0.817150
16,0.622697,0.620190,0.690831,0.817150,0.817150
17,0.622258,0.620320,0.690831,0.817150,0.817150
18,0.621934,0.620569,0.690831,0.817150,0.817150
19,0.621723,0.620732,0.690831,0.817150,0.817150
20,0.621530,0.620873,0.690831,0.817150,0.817150
21,0.621223,0.621201,0.690831,0.817150,0.817150
22,0.620952,0.621546,0.690831,0.817150,0.817150
23,0.620771,0.621750,0.690831,0.817150,0.817150
24,0.620582,0.621974,0.690831,0.817150,0.817150
25,0.620341,0.622084,0.690831,0.817150,0.817150
26,0.620127,0.622263,0.690831,0.817150,0.817150
27,0.619936,0.622435,0.690831,0.817150,0.817150
28,0.619795,0.622714,0.690831,0.817150,0.817150
29,0.619408,0.622922,0.690831,0.817150,0.817150
30,0.619216,0.623050,0.690831,0.817150,0.817150
31,0.618924,0.623405,0.690831,0.817150,0.817150
32,0.618588,0.623412,0.690831,0.817150,0.817150
33,0.618433,0.623514,0.690831,0.817150,0.817150
34,0.618343,0.623968,0.690831,0.817150,0.817150
35,0.618136,0.624165,0.690831,0.817150,0.817150
36,0.617869,0.624408,0.690258,0.816749,0.817150
37,0.617789,0.624581,0.690258,0.816624,0.817150
38,0.617650,0.624769,0.690258,0.816624,0.817150
39,0.617553,0.624947,0.690258,0.816624,0.817150
40,0.617431,0.625555,0.690258,0.816624,0.817150
41,0.617292,0.625638,0.690258,0.816624,0.817150
