iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.626024,0.638129,0.665389,0.799080,0.799080
2,0.625778,0.638365,0.665389,0.799080,0.799080
3,0.625523,0.638753,0.665389,0.799080,0.799080
4,0.625316,0.639109,0.665389,0.799080,0.799080
5,0.625137,0.639525,0.665389,0.799080,0.799080
6,0.624962,0.640148,0.665389,0.799080,0.799080
7,0.624777,0.640555,0.665389,0.799080,0.799080
8,0.624612,0.641138,0.665389,0.799080,0.799080
9,0.624441,0.641607,0.665389,0.799080,0.799080
10,0.624284,0.642226,0.665389,0.799080,0.799080
11,0.624136,0.643012,0.665389,0.799080,0.799080
12,0.623988,0.643557,0.665389,0.799080,0.799080
13,0.623804,0.643792,0.665389,0.799080,0.799080
14,0.623672,0.644618,0.665389,0.799080,0.799080
15,0.623593,0.644880,0.665389,0.799080,0.799080
16,0.623480,0.645254,0.665389,0.799080,0.799080
17,0.623359,0.645521,0.665389,0.799080,0.799080
18,0.623279,0.645907,0.665389,0.799080,0.799080
19,0.623171,0.646117,0.665389,0.799080,0.799080
20,0.623054,0.646671,0.665389,0.799080,0.799080
21,0.622948,0.647041,0.665389,0.799080,0.799080
22,0.622850,0.647091,0.665389,0.799080,0.799080
23,0.622678,0.647086,0.665389,0.799080,0.799080
24,0.622566,0.647683,0.665389,0.799080,0.799080
25,0.622450,0.647685,0.665389,0.799080,0.799080
26,0.622334,0.648576,0.665389,0.799080,0.799080
27,0.622245,0.649084,0.665389,0.799080,0.799080
28,0.622163,0.649266,0.665389,0.799080,0.799080
29,0.622108,0.649528,0.665389,0.799080,0.799080
30,0.621959,0.649585,0.665389,0.799080,0.799080
31,0.621906,0.649851,0.665389,0.799080,0.799080
32,0.621782,0.649917,0.665389,0.799080,0.799080
33,0.621663,0.650738,0.665389,0.799080,0.799080
34,0.621517,0.650813,0.665389,0.799080,0.799080
35,0.621400,0.650871,0.665389,0.799080,0.799080
36,0.621258,0.650883,0.665389,0.799080,0.799080
37,0.621149,0.651183,0.665389,0.799080,0.799080
38,0.621040,0.651227,0.665389,0.799080,0.799080
39,0.620901,0.651405,0.665389,0.799080,0.799080
40,0.620754,0.651401,0.665389,0.799080,0.799080
41,0.620703,0.652511,0.665389,0.799080,0.799080
